NN_0,NN_1,NN_2,NN_3,NN_4,Logit_0,Logit_1,Logit_2,Logit_3,Logit_4,Xgboost_0,Xgboost_1,Xgboost_2,Xgboost_3,Xgboost_4,SVM_0,SVM_1,SVM_2,SVM_3,SVM_4,RF_0,RF_1,RF_2,RF_3,RF_4,NN,Logistic Regression,Xgboost,SVM,RF,Actual
0.22778112,0.18536325,0.10086392,0.42084503,0.065146655,0.10447713346109949,0.34305396800466476,0.10066142276571781,0.2667381445735474,0.18506933119497054,0.0013568138,0.96782714,0.0071887383,0.0060922205,0.017535081,-0.252543402684095,4.227744748098114,1.8826830780334987,3.231917031124569,0.8544950026537391,0.10794941889156183,0.47282846736298983,0.0954830024181115,0.17912352207069976,0.1446155892566372,3,4,0,1,1,1
0.43336204,0.00039650928,0.045342788,0.016077694,0.50482094,0.279979450435694,0.20560728667857717,0.17302274293991451,0.0382249782942019,0.3031655416516125,0.0030153533,0.96494806,0.0044878745,0.0020093173,0.025539448,3.2013634175483183,4.2655301097488225,1.7953903914276976,-0.24574262062295074,0.8295136310846656,0.27514805431708356,0.4317491662619022,0.12539052761248176,0.06500604465381386,0.10270620715471886,4,0,0,0,1,1
0.026735708,0.035274018,0.08656112,0.061265964,0.7901632,0.1853550076464675,0.08127946871361716,0.05469400147950015,0.4754278460967069,0.20324367606370827,0.057961684,0.032322507,0.0993922,0.80974364,0.00057993655,3.2506893626496813,1.955998719064073,0.7549830182110263,4.2631154272255065,-0.2646629089932325,0.14082222765693309,0.13379467628537808,0.13139425282036246,0.5192234227818474,0.07476542045547889,4,3,4,3,3,3
0.5164178,0.33094573,0.08956928,0.012687774,0.050379414,0.0627298467426031,0.4179018502042209,0.16284139659353486,0.17918874242457938,0.17733816403506156,0.0034500943,0.0018711421,0.9550413,0.0034390697,0.03619846,-0.26801911977094145,2.2229676543437,2.0369128640013825,4.20627779118176,2.0836863000638237,0.07822353309138343,0.3315183787757421,0.4159641866265737,0.08128670984279093,0.0930071916635098,0,1,1,0,2,2
0.4866573,0.00019243306,0.061094973,0.0007320745,0.45132327,0.45134033657841854,0.16470088692859974,0.08562463389873516,0.03403641452623625,0.2642977280680102,0.7083052,0.07560789,0.17908648,0.02925657,0.0077438513,4.251036849558187,2.0457722441104833,0.7714550607507871,-0.23545591823906073,3.1931043566066513,0.34330138945041705,0.1819653360254525,0.17842975124692043,0.11299829859160694,0.18330522468560317,0,1,0,0,0,0
0.43284667,0.43121228,0.11394417,0.0020736996,0.019923221,0.12863007282026293,0.2958541069507926,0.03866028201661702,0.17345945317908967,0.3633960850332377,0.0018154874,0.82887185,0.007028119,0.028677255,0.13360728,2.129369650153095,4.2561781894693915,-0.2711744049820078,1.9019504407971746,2.1506598418948206,0.15023237280359358,0.4416487986614113,0.09373679395117751,0.1547145951236973,0.15966743946012016,0,1,1,0,1,1
0.04424514,0.023578627,0.026995402,0.5392906,0.36589023,0.13694840518251022,0.4472111476940782,0.07532969964127696,0.005512385265629881,0.3349983622165046,0.0008462362,0.9830293,0.0009721118,0.0003107382,0.014841551,1.806946280422344,4.2951782780516305,0.81246431127706,-0.30203610012806326,3.2735615430700364,0.14323766396176116,0.6030992920435858,0.08197255311422434,0.015482193214060995,0.15620829766636768,3,3,4,4,1,1
0.46070957,0.2981438,0.16964073,0.0009541438,0.07055178,0.31065078090310133,0.3596074858180428,0.1104710522283464,0.015900422552644004,0.2033702584978655,0.00075592,0.9712901,0.001462843,0.00014586588,0.026345273,3.227660145019133,4.27396135313674,0.7694648130150684,-0.2700095229126015,1.930766271565442,0.11298729298219987,0.6791668849441106,0.0569874978467417,0.006547850520128368,0.1443104737068192,0,2,0,2,1,1
0.04619178,0.011458947,0.0091711795,0.76644933,0.16672881,0.29019404072159327,0.35663078046607316,0.1122436932124745,0.010610433532000968,0.23032105206785816,0.53496873,0.27069348,0.18905476,0.002708017,0.0025750066,4.268785662203844,3.2590575557538624,2.052900798238791,-0.29062836272284504,0.8304612702792558,0.3575651470531022,0.3113568387872179,0.15386882198329271,0.010638077335484785,0.16657111484090228,3,3,4,3,0,0
0.47696286,0.1400692,0.33420518,0.025225304,0.0235374,0.46037530262447474,0.2079819106538894,0.22672842469627646,0.007716812901805862,0.09719754912355344,0.6731513,0.27602923,0.03105615,0.01786211,0.0019011728,4.281095021828821,2.1575869156229195,3.2569248818889274,-0.2840201732514421,0.7349631156307203,0.4296702054980394,0.22731271772942552,0.13625880017084557,0.031929594168704924,0.17482868243298444,0,0,2,0,0,0
0.031070484,0.009330168,0.005362885,0.84132284,0.11291357,0.12353025239080886,0.17026202724453,0.13592071376751394,0.4647026376191009,0.10558436897804635,0.014672435,0.0037245783,0.8633834,0.014890388,0.10332924,0.8491288155759077,4.223898600965627,1.9595943523694872,3.20267926598961,-0.2415671915325382,0.16446979326475758,0.17092568456737842,0.29062403684756033,0.15652216199893643,0.21745832332136705,3,3,3,3,2,2
0.79981375,0.0007767426,0.090386875,0.01786474,0.09115784,0.23904631739991497,0.2950955766348396,0.16180010566390968,0.09869969317771164,0.20535830712362418,0.6340206,0.27955893,0.03420374,0.050379723,0.0018369873,4.1927010162949845,3.223240261476194,1.804779487116558,-0.1275038668861704,0.8076086792149185,0.3853062095610173,0.23654949690607882,0.1266140464567722,0.09564044232191743,0.1558898047542144,0,0,0,0,0,0
0.67068475,0.1224755,0.17914404,0.0015546257,0.026141021,0.2437720320341664,0.2738464955572268,0.21283861230605325,0.0049234261743816106,0.2646194339281719,0.55239785,0.358743,0.08129635,0.0055857734,0.0019770565,4.263092554700266,3.2702047676652692,0.8767964346445349,-0.29370782294208964,1.991110075690429,0.32254084493972607,0.3251670570996607,0.17035630659363907,0.019242397941849607,0.16269339342512448,0,0,0,0,1,2
0.0024928711,0.85616416,9.065374e-06,2.4888564e-06,0.14133151,0.16231632250213832,0.32734349397774976,0.2784255091679821,0.005387203775849628,0.22652747057628034,0.18686986,0.2935903,0.5123432,0.0041028005,0.0030938245,2.2470898601144005,3.252193889128561,4.270522487562143,-0.30055186521558325,0.8245119010537847,0.22336052631772457,0.29442690571758706,0.2943473307058096,0.017970171002884946,0.16989506625599365,1,1,1,1,1,2
0.3964034,0.00026741766,0.05139495,0.012221372,0.53971285,0.09091109951242396,0.35463657556333905,0.18878272803858204,0.1326181227482549,0.23305147413740007,0.0010399754,0.21938756,0.0029729747,0.0046756337,0.77192384,-0.26839265290458625,4.264609387963784,3.181096080034744,2.0183949626027227,0.8362668649338932,0.08957195988791206,0.36148733743825234,0.07227577905723714,0.03877288153733958,0.43789204207925864,4,4,2,4,4,4
0.39193946,0.0006550618,0.03374702,0.003337928,0.57032055,0.11275253561680611,0.10515790910744541,0.10467086852035173,0.6162219080258191,0.06119677872957759,0.0007093386,0.0007677301,0.0005593655,0.9895098,0.008453698,2.2293346933841103,-0.2965396893939242,0.7318110756434675,4.2866303581178435,3.264375883450384,0.033478722614889746,0.013910649206321726,0.01636025581713687,0.8608291211093092,0.07542125125234266,4,1,4,0,3,3
0.0070123794,0.56619483,0.0014441737,2.872744e-05,0.42531985,0.10946844169591907,0.3891992814943315,0.11374665183691442,0.09590661758001183,0.2916790073928232,0.0011363854,0.97490543,0.0017268568,0.0010175793,0.021213736,1.906669618013035,4.241569642850653,2.182837216521386,0.7574756481381416,0.8531119396278398,0.1403745105027111,0.5098993042918135,0.13533759956133837,0.06890800697253377,0.14548057867160305,1,0,4,1,1,1
0.71652156,0.23895122,0.030052453,0.006845101,0.007629743,0.28735507937648,0.1258478768553286,0.2669753170552138,0.0891073645047005,0.23071436220827696,0.001328881,0.8542059,0.0066266167,0.0026582715,0.13518025,1.8647563026281795,4.231177817327033,1.9792400174122675,-0.2207489415938836,2.1029556403348106,0.18807659488367712,0.33828025071412965,0.08561469355201058,0.004212117294819248,0.3838163435553635,0,0,0,0,4,1
0.0057666064,0.64460456,1.5994003e-05,2.3642867e-06,0.34961048,0.17229952789455052,0.35018468565171923,0.12182977300276462,0.082215606327743,0.27347040712322274,0.42826173,0.41186482,0.13859531,0.018461118,0.0028170212,4.262539660095037,3.2564982453786944,0.778021180512149,0.771825407430622,0.7524985463677841,0.3444440023827523,0.3062009021747501,0.115045003268654,0.05322852238402708,0.1810815697898167,1,0,4,4,0,0
0.38284054,0.12272496,0.3543145,0.078117736,0.062002238,0.051047844941591855,0.2278356775301417,0.10010992511105665,0.44007133100904755,0.18093522140816234,0.0009696689,0.0008341211,0.0005399123,0.030147377,0.9675089,-0.2961115643393416,2.226900679161443,0.7308019735079376,4.273010726639806,3.2820115112985073,0.04620578257461738,0.10504158121451608,0.022524529241792334,0.33827895894982846,0.4879491480192457,0,0,0,0,4,4
0.29339784,0.42106166,0.21483913,0.04356424,0.027137151,0.37998083598843874,2.3517558321105047e-07,4.2534448496099715e-06,1.65550290680117e-18,0.6200146753911285,0.15673664,0.0015873425,0.0021252793,0.00014876376,0.83940196,3.2855704845868092,0.7171092892334167,2.267693781230478,-0.310960781529075,4.301436058890343,0.04336331995824745,0.04295207965040022,0.1429882955163027,0.018213693125283183,0.7524826117497664,1,1,1,1,4,4
0.22140631,0.14933874,0.08657297,0.50041,0.04227191,0.2957852013514778,0.30439423680536043,0.08568227642315779,0.04089414803352057,0.2732441373864834,0.67313427,0.24444465,0.073526815,0.0044402694,0.004454023,4.275719131877191,3.170987120046929,0.8767360291386541,-0.282737952521689,2.0838619189760563,0.41646329827372625,0.2154525157395519,0.14594577695237423,0.028003085248069545,0.19413532378627787,3,3,0,0,0,0
0.47522873,0.35855427,0.047979023,0.00041650742,0.11782148,0.2967065983099932,0.3450526001297034,0.12640134522370472,0.008921696650249852,0.22291775968634894,0.3353009,0.62939316,0.030422645,0.0029539233,0.0019293639,4.265454026575158,3.2483557893673836,0.8027356695088588,-0.2780483756290056,1.9128187049137437,0.3043238436202145,0.372576243486617,0.10672489634993583,0.006510181156997517,0.20986483538623535,0,1,0,1,1,1
0.29809368,0.48593014,0.11558994,0.06342992,0.03695626,0.15461124701647436,0.02430451658427702,0.08524417802089626,0.6187100340412462,0.11713002433710613,0.0355328,0.0023301628,0.03848295,0.9229219,0.0007322183,3.2087346096737144,0.7794538180490687,1.797443646366344,4.270514320059894,-0.23747120179358544,0.16478026896434614,0.09052066867386246,0.12747056697199935,0.5700146464801773,0.04721384890961484,1,1,1,1,3,3
0.3742439,0.47148022,0.074444264,0.03159565,0.048236083,0.15429114357863136,0.21445135564778908,0.03659481649126249,0.41795087614339765,0.17671180813891943,0.2788511,0.14373967,0.37091455,0.20454806,0.0019466288,3.217332313453533,3.238574652260408,-0.2438370510929793,3.158276333969573,0.7600154422471225,0.2919409168732165,0.24720852242851543,0.12452890399247271,0.22127208380496946,0.1150495729008258,1,1,1,1,0,2
0.033271354,0.00201671,0.0028039995,0.9583805,0.0035274047,0.16002289764729358,0.44415215261998275,0.24937646722752474,0.0007207949473382942,0.14572768755786064,0.9862365,0.0038871681,0.0047294423,0.00022185156,0.0049250415,3.267886312547438,4.283884904757001,2.2627047360539687,-0.30679343775693324,0.7779995607107958,0.46743750933435746,0.319170442237968,0.118075962330785,0.005203263668229743,0.09011282242865999,3,3,3,3,0,0
0.0815975,0.018867558,0.008281873,0.5994786,0.29177454,0.17614462392207222,0.3936415392570631,0.08045398444716419,0.009074736499561026,0.3406851158741394,0.005255345,0.97689444,0.000541207,0.00027268985,0.0170363,2.19456464293764,3.2658939971226024,0.7983698738132277,-0.30005776284978314,4.279600308381787,0.21908386957174245,0.37773162620488404,0.10722229322519067,0.15138373778831096,0.14457847320987186,3,3,3,4,1,1
0.0052339863,0.32009605,0.004869673,3.319134e-06,0.669797,0.26622633573492793,0.007215769642289312,0.566970984470907,0.04415493163992388,0.11543197851195201,0.14703996,0.003294921,0.8281176,0.010202036,0.0113454815,4.147549599687183,-0.27254194197195786,0.9170374844778522,1.9778847621115467,3.267864105136519,0.3436456966821686,0.046984747145147894,0.3782357599478381,0.15840387715562632,0.07272991906921918,4,2,1,2,2,2
0.0014734289,0.31664434,1.1494842e-05,3.975444e-06,0.68186677,0.1164712829292409,0.029223332629089306,0.08525977541340937,0.6535513803864325,0.11549422864182808,0.011597598,0.0023701778,0.006627557,0.97887224,0.00053245405,2.924360907002538,0.7685659273450903,1.9946537200637429,4.272898652214489,-0.21974482845463594,0.04082894328878368,0.02889687970846612,0.021327388651543617,0.8533172742147628,0.055629514136443244,4,4,4,4,3,3
0.46881437,0.42946762,0.056002274,0.0039957995,0.04171992,0.1869449343968035,0.09934522576553352,0.09435094049556332,0.4102730315147682,0.2090858678273315,0.31289655,0.031812016,0.1690976,0.4844807,0.001713162,3.1218351107391946,3.16597968128685,0.8785141057255448,3.104202058752368,-0.1972321465874031,0.20892070767596294,0.2076227926638492,0.19748403571970358,0.23251672610900362,0.15345573783148078,0,1,1,1,3,2
0.013540305,0.39816886,0.0016107374,5.672421e-07,0.5866796,0.1964572263177207,0.4301716859850518,0.13168748735792984,0.004713170822448986,0.23697042951684866,0.11363632,0.83846605,0.044188045,0.0016445301,0.0020650283,3.1986682350566196,4.270760424811066,1.1042830197196172,-0.29250248826622244,2.1584546284257144,0.2974614977904066,0.3945235222468305,0.09902722245397659,0.015990393201437317,0.1929973643073488,4,1,4,1,1,1
0.0016055014,0.8553143,9.113281e-06,1.0063959e-05,0.14306095,0.11974723992241822,0.41253099122738845,0.06933965916252062,0.1413416395472465,0.2570404701404262,0.00068010594,0.02146383,0.001178538,0.0038474996,0.97283,2.165460522630063,4.2492255073101886,0.7552163859218993,-0.2541702421490081,3.2231872150739633,0.07862632244347814,0.3333685631784318,0.05282560535621826,0.06460930665439438,0.4705702023674775,1,1,1,4,4,4
0.021141797,0.3696897,0.0033345134,7.504146e-06,0.6058264,0.7140911771825201,0.0026642626922965913,0.014579794920688251,3.265576585411896e-07,0.26866443864683637,0.8854271,0.00078939006,0.00034290683,0.00022691912,0.11321367,4.310988811749601,1.7839606408663617,0.7273929178944665,-0.31587042525914766,3.3043507341032727,0.822277557346989,0.002742766932427827,0.006132808979104062,0.0,0.16884686674147895,4,1,1,4,0,0
0.02108901,0.03323711,0.15381756,0.021423167,0.7704332,0.4516945397835251,0.06982165721126861,0.23824198051817821,0.1204003974929804,0.11984142499404768,0.24761766,0.014351731,0.71729445,0.019893048,0.0008431478,4.250528847700229,3.2441255294782274,2.1860831828336895,-0.27264412509370123,0.7610045758512847,0.33813095574361157,0.11437918850587069,0.35004403528124944,0.12175032828813073,0.07569549218113765,4,4,4,4,2,2
0.04601088,0.024840852,0.018989492,0.52756876,0.38259006,0.25820277363084754,0.3918175753039164,0.1097458056745586,0.0009436000792591158,0.23929024531141838,0.97987616,0.0030901036,0.005269752,0.00014314086,0.011620863,4.294607269532835,3.2591356862660366,0.9575369285257569,-0.304447552069869,1.9023572365917187,0.5149197192805436,0.25055975506502637,0.11225580991791306,0.00428591105846217,0.11797880467805466,3,1,3,3,0,0
0.049034603,0.024221335,0.019502897,0.2265508,0.68069035,0.09494476852539586,0.34173941718091594,0.23322461257533708,0.13303788616903128,0.1970533155493197,0.2598169,0.17703609,0.46797577,0.09312236,0.0020489006,1.9248660701330482,4.263977776298673,3.116659266521159,0.8172267430769181,-0.2465190336478795,0.21509915744698455,0.29464423663763645,0.1579854061208174,0.12578663380822072,0.20648456598634077,4,4,3,4,1,2
0.061678927,0.01795445,0.010544198,0.59907246,0.31074992,0.36489018384667365,0.06800092339380534,0.20160319552987221,0.21550873598694714,0.14999696124270162,0.5214841,0.029812582,0.41130283,0.032238614,0.0051618703,4.223964324935973,3.132909975819364,2.147039085934785,-0.25886661960338836,0.9922055163315282,0.33012555693363,0.21146911411351638,0.18239010313164805,0.11719055794837979,0.15882466787282584,3,3,3,3,0,1
0.0854896,0.03712626,0.025309116,0.8433035,0.008771451,0.09688751058786586,0.02442842064076073,0.044986916631265375,0.7062682693400119,0.127428882800096,0.0094269775,0.0016083682,0.0085752355,0.9797529,0.00063652423,3.0809796431436984,1.9329641347675313,0.7774602248913856,4.27424788321264,-0.24329465537903333,0.03439851937837799,0.017912319073696427,0.02232862527215407,0.8724382468024442,0.0529222894733272,3,3,3,0,3,3
0.005714015,0.55369174,0.002393164,0.00021094628,0.43799013,0.06132885826396248,0.18786504535392415,0.10993755559501267,0.4838391445827363,0.1570293962043645,0.002049439,0.0015596679,0.002896582,0.9823077,0.011186661,-0.2945583617836559,0.7405027082683869,1.7915862303378545,4.283401939560709,3.2921997311742284,0.046419704037995405,0.08417871674770698,0.05032229816977384,0.7222697622826945,0.09680951876182968,1,4,1,1,3,3
0.4822829,0.100775726,0.38830334,0.0026657437,0.025972214,0.16376485913271754,0.40041703307479065,0.15149500432289845,0.023380791707433006,0.2609423117621604,0.1604997,0.006691515,0.0045276387,0.00017646479,0.82810473,4.270254971447306,3.2237240257562427,2.21401284994251,-0.2979857703442881,1.0790805114652375,0.21095123248041286,0.29251972967223944,0.1182235846987714,0.048785351077950366,0.3295201020706259,0,0,2,0,4,4
0.2561304,0.17784442,0.49363452,0.015145315,0.05724532,0.3556576671360571,0.1438776115821798,0.2709559414501738,0.014649251468046975,0.21485952836354222,0.79632676,0.12388843,0.060662195,0.01731243,0.0018101631,4.275550212675013,2.0310499494183527,3.1038642953630124,-0.2602873672309953,0.7874086624725795,0.3629380629776186,0.2145347951772387,0.22446693487104913,0.055637361994959944,0.14242284497913368,2,1,2,1,0,0
0.41816744,0.00063419645,0.10520612,0.0009602945,0.47503182,0.5751460863883444,0.06281056587018956,0.18058625075653625,0.013221851103001215,0.16823524588192856,0.607895,0.04660464,0.32569137,0.016879577,0.0029293569,4.287345282723035,2.0170079825887903,3.2678868888819013,-0.29442130304107117,0.7537234407543352,0.44794254211264645,0.17917166310821386,0.2134428889881539,0.05760130120845003,0.1018416045825356,4,1,4,0,0,0
0.5334116,0.0190802,0.39601725,0.006349676,0.045141224,0.26737654592478777,0.32464675078491595,0.17163151807877747,0.020766786415725956,0.21557839879579296,0.008021627,0.0014214863,0.93473196,0.0012478195,0.054577146,2.132526791416029,4.1987550385999395,0.9865680067760835,3.122364595638364,-0.24262718674406153,0.14993631111642253,0.30318143393604413,0.35735395239365836,0.05412936496526922,0.1353989375886058,0,0,0,0,2,2
0.27048272,0.18413262,0.13394779,0.3938284,0.017608425,0.1309759626458314,0.360110418070586,0.2781655709278061,0.00951579473427022,0.22123225362150636,0.0016342107,0.96927816,0.006196491,0.00043998993,0.022451168,0.8122427579432524,4.268472964731774,3.223401702528201,-0.27666211625579956,2.0000670283139312,0.12172244532150456,0.5026689605742787,0.24114431550234885,0.015333656764621202,0.11913062183724651,3,1,1,1,1,1
0.0021383378,0.8694231,1.0739048e-05,4.085228e-06,0.1284238,0.14328333385637534,0.023976979412682047,0.04513720860865581,0.6314101969925421,0.1561922811297448,0.01073455,0.0010705224,0.0033315364,0.98451394,0.00034948345,3.244243615175477,0.7330992867414761,1.82057324804562,4.2892664942458705,-0.2682594440917267,0.0469456403233979,0.028104252586395696,0.01805524616615475,0.864230484094265,0.04266437682978681,1,1,1,1,3,3
0.32061726,0.40196455,0.12844308,0.11980316,0.029171895,0.12748699619795165,0.021778415948586018,0.051142021592593775,0.6637394152965502,0.13585315096431844,0.007645012,0.001291278,0.0029953076,0.9877359,0.00033249517,3.0331549279589036,0.7566968204144028,-0.2694979475724333,4.290186905407086,2.027002118986418,0.052050455118497194,0.0681456661055024,0.042056951383471854,0.7550988015241221,0.08264812586840639,1,1,1,1,3,3
0.014830426,0.66010296,0.0038726476,6.6020286e-05,0.321128,0.44928848656392456,0.21858220097183217,0.035171998027527636,0.00013453429745430417,0.29682278013926117,0.056281567,0.00039473208,4.744228e-05,3.367686e-05,0.94324255,4.292459662958546,2.221633199724268,0.7436994296211332,-0.3053749276984252,3.2787801611593,0.4687374664869263,0.0767837402842748,0.050328160670790725,0.0038539922425246897,0.4002966403154835,1,1,1,1,0,4
0.023514215,0.0009036949,0.0012716878,0.972704,0.001606456,0.40020904492183257,0.3265467461282407,0.07951076505523609,0.0010061552474580273,0.19272728864723257,0.0038632303,0.97096044,0.0005299151,0.00039828586,0.024248086,3.2664184378089494,2.226397515942758,0.8063230315936413,-0.29913220143195174,4.267123390154024,0.26293286756331935,0.40851349740177684,0.14560523622744648,0.006351073294757249,0.17659732551270013,3,3,3,3,1,1
0.53498447,0.29132867,0.01166537,0.00063011894,0.16139135,0.23687858478828314,0.18829450055922362,0.21185950850177274,0.02766593634329752,0.33530146980742304,0.6336464,0.20042475,0.14916414,0.013642832,0.0031218645,4.263758758709638,3.23948356687718,0.8074092208024963,0.7654405532587895,0.7592670682446114,0.500202597184818,0.1782471782149816,0.18974238573162588,0.04736311755916263,0.08444472130941211,0,2,0,0,0,0
0.4150448,0.057725333,0.00011685344,6.1126702e-06,0.5271069,0.47051365202274364,0.22125548248618881,0.14932906477848282,0.00020526881274210844,0.1586965318998427,0.048846856,0.0009715663,0.9248736,6.926057e-05,0.025238765,4.294881035586244,0.8878417084885549,2.1519243966767947,-0.3026349041538755,3.2167506965203443,0.6247742809630459,0.07955024157382433,0.1938828399528421,0.003539368307811638,0.09825326920247571,4,0,4,4,0,2
0.017117906,0.68669057,0.0035249868,9.6786425e-05,0.29256973,0.5876653457857504,0.01873879493125098,0.1104766993210825,0.1195220787427749,0.16359708121914118,0.97230184,0.0049355123,0.01788502,0.0040424718,0.00083519745,4.294229321658422,-0.27613399162408386,3.2341784088151666,0.745103852641034,1.7853430283706668,0.9221279347452221,0.014296863263589093,0.018177910593518677,0.0008982068647949014,0.04449908453287528,1,1,1,1,0,0
0.14694904,6.1811705e-05,2.804769e-06,3.5240497e-08,0.8529863,0.46597622472371714,0.17522330820027673,0.10513007541870797,0.0015376026671044438,0.2521327889901937,0.9635828,0.0021716277,0.0010570716,0.00051204197,0.032676455,4.295480094374921,1.7816027989359515,0.940631056289539,-0.29849625212657044,3.2474065910847405,0.682837302269939,0.07497637546203967,0.1237143362199873,0.01822570140558948,0.10024628464244444,4,4,4,4,0,0
0.26374078,0.0334795,0.07408558,0.14718685,0.48150727,0.08189422644606406,0.32862576939370797,0.13538465071383146,0.17546606058640177,0.27862929285999477,0.064765334,0.010324298,0.036106005,0.0036735283,0.8851308,4.160671301715095,2.189697002833837,2.178468904298204,-0.2704427237112622,2.1575764029847115,0.21762008225618423,0.2235616447186019,0.20409382432297257,0.10694684090790284,0.2477776077943384,4,0,0,1,4,4
0.35338706,0.48864013,0.09152133,0.02266133,0.043790154,0.060396070469851175,0.24173046280954544,0.2608747534579386,0.18971694665910876,0.24728176660355597,0.0013957724,0.0009386408,0.13417464,0.002612617,0.86087835,-0.26853955166529964,3.215205293977358,1.8723943744674854,0.8255332550266343,4.267211391875231,0.15241886133924512,0.13279317517904513,0.29271332161838926,0.0917739464872921,0.33030069537602813,1,1,1,1,4,4
0.19150326,0.00041269872,0.002256168,5.7154364e-05,0.80577075,0.11532586900648073,0.1253531950344546,0.09550493242292912,0.5773550347243611,0.0864609688117744,0.0012558824,0.0004679228,0.0003378051,0.9911101,0.006828362,0.7938355241797922,1.8117950205689954,-0.2669998256081698,4.289400202241978,3.087481166066649,0.03594544903082694,0.026381690508091474,0.021133737704580532,0.8061894424081635,0.1103496803483378,4,0,4,4,3,3
0.0037577813,0.545452,0.001988492,6.6528964e-06,0.4487951,0.1390411182019146,0.10667323591362968,0.5860857656503925,0.008393546768801581,0.15980633346526174,0.0026602538,0.0012508126,0.9746844,0.0009471529,0.020457368,1.8772741473117742,4.2694256485080775,3.263975134825291,-0.2815287474326541,0.7776052455182895,0.12133495929768509,0.10913390376960276,0.677009661568772,0.021393030093684078,0.07112844527025591,1,1,4,1,2,2
0.8835039,0.0019646294,8.487842e-05,2.6365153e-06,0.11444393,0.26058507722997676,0.15950535723844705,0.2661187440359568,0.0412861379628328,0.27250468353278645,0.007651284,0.0011043247,0.026732193,0.9014831,0.06302908,3.185942862454401,3.147774613064618,2.160478481630215,1.8981055354895002,-0.23933276915864754,0.18908642643713228,0.12023102217181016,0.2770650261218524,0.15967993199434902,0.25393759327485615,0,0,0,0,2,3
0.11036306,0.001035967,0.0049215714,0.8712046,0.012474793,0.4692899643885067,0.16674821415675375,0.22731336594266333,0.004381743098775264,0.13226671241330104,0.30731705,0.1341057,0.553932,0.003298141,0.0013471071,4.291492087253885,2.1672838132326797,3.2782885397204646,-0.29768076158816414,0.7253496448205979,0.3488390607994121,0.16089895626989714,0.3951276307272164,0.00280469310231215,0.0923296591011621,3,4,3,3,2,2
0.39793482,0.22463036,0.36068773,0.0071991216,0.009547964,0.3041572195375321,0.013628403298767926,0.5810924294745753,0.00012748066917357882,0.10099446701995111,0.14071101,0.011554719,0.83814335,0.004678043,0.0049128374,3.275103917346591,0.7742081666761466,4.304508924103926,-0.30422522462574636,1.7558500977743892,0.37520574552056607,0.06753664010870013,0.3436164469118739,0.005119619393236912,0.20852154806562312,0,0,2,0,0,0
0.03599477,0.12566897,0.58502144,0.007252545,0.24606231,0.15599958981773754,0.37905472595893064,0.22755065198529778,0.002424511060714006,0.23497052117732006,0.0019812468,0.97716266,0.0044076773,0.00037315508,0.016075311,0.8920844504947197,4.279365692264463,3.2429429924030257,-0.3017916530197375,2.2285942834472743,0.09438175104146973,0.6436577388729812,0.14086625933292196,0.003546572111005908,0.11754767864162088,2,0,2,1,1,1
0.0011846765,0.6936982,5.600564e-06,3.7934653e-06,0.3051077,0.27017928220668813,0.3421904925433045,0.06142404873345566,0.0031933424244675905,0.3230128340920842,0.91230905,0.02115714,0.013954939,0.0008788433,0.051699974,4.271791175796425,2.209527795678327,0.7766294819746214,-0.2847526520627086,3.213602823935516,0.45898921448809915,0.264754860704893,0.11724822623279739,0.018006260352303943,0.1410014382219063,1,4,4,4,0,0
0.59712446,0.00092192506,0.0052382657,0.001175996,0.3955394,0.31138514174915843,0.011721959053941576,0.06048061702138561,0.5525802730114695,0.06383200916404484,0.48979577,0.0037482365,0.07712939,0.42855847,0.00076814333,3.2792053909980274,0.7262249032380264,2.180162607159151,4.278596043336097,-0.290747887927156,0.41672132814793117,0.02030551620974652,0.1613245154965601,0.38937346004229434,0.012275180103467918,0,0,0,0,0,0
0.002670835,0.049630243,0.08378891,0.0003153902,0.86359465,0.3841388672909458,0.25923376737949044,0.14718438477972648,0.015292334162333523,0.19415064638750376,0.239917,0.44107625,0.31482556,0.0018314,0.0023497227,4.246746547679593,2.241245596458681,3.224087817685626,-0.280694365527578,0.7712180343176418,0.314591318306833,0.4276950319049323,0.1453773430399915,0.006540265294714739,0.10579604145352847,4,0,4,4,1,2
0.05186464,0.017752813,0.01877138,0.6709859,0.24062526,0.308086030868237,0.30157696817450436,0.15273750736779465,0.0016004900333322972,0.23599900355613165,0.9421543,0.0108147515,0.0014472246,0.0005368169,0.045046896,3.1990508184346984,4.221749437716045,0.9657347208680105,-0.2599176148089122,2.05211288375225,0.5778155108184928,0.11936789407933718,0.10222382428834192,0.02027747993828909,0.18031529087553896,3,3,3,3,0,0
0.0012985945,0.38924184,0.0016458945,1.9730126e-06,0.6078117,0.31709214881614745,0.297259731980727,0.08302417935058548,0.015447235886767623,0.2871767039657724,0.48921326,0.3276643,0.17987299,0.001669666,0.0015798119,4.259107722149992,3.2567740385511943,0.7885517578528183,-0.2807052943199521,2.0609663399283047,0.32565341069915893,0.35095534844824045,0.15599060375868945,0.010511568331342596,0.15688906876256856,4,2,4,2,1,0
