NN_0,NN_1,NN_2,NN_3,NN_4,Logit_0,Logit_1,Logit_2,Logit_3,Logit_4,Xgboost_0,Xgboost_1,Xgboost_2,Xgboost_3,Xgboost_4,SVM_0,SVM_1,SVM_2,SVM_3,SVM_4,RF_0,RF_1,RF_2,RF_3,RF_4,NN,Logistic Regression,Xgboost,SVM,RF,Actual
0.9686742,0.005349123,0.014749113,0.003512952,0.00771454,0.6054797837229191,0.021152278805256296,0.08192721851265095,0.24131897603562324,0.050121742923550344,0.98492545,0.0050363606,0.0069060186,0.0023204626,0.0008117455,4.296514144107314,-0.27250179807681857,1.8867878866091632,3.1053555664593584,0.7403893299178246,0.8219343597264758,0.034457604161892336,0.09780111385792838,0.026772882438173825,0.01903403981552947,0,0,0,0,0,0
0.7975668,0.010295017,0.00010580188,5.459883e-06,0.19202687,0.3465783951636752,0.2514057756113377,0.10340905112126614,0.002441149119175811,0.29616562898454507,0.9448121,0.004189255,0.00065343716,0.0014612791,0.04888392,4.283486451522741,0.7841151945177328,3.228192581953316,-0.2955402571691153,2.21431045068894,0.48822230882802387,0.1384021358262699,0.14851312956322632,0.016785346120334898,0.20807707966214498,0,0,0,0,0,0
0.08346955,4.6426303e-05,0.018535241,0.0038471876,0.8941015,0.3334238899265901,0.003546617133250083,0.021910991331345914,0.57636155196743,0.06475694964138376,0.04158389,0.004293262,0.0027885071,0.95095575,0.00037860346,3.286315996178873,-0.28518193895945654,0.7204129577509042,4.291326132162717,1.781603556415316,0.032211084333229965,0.027144939626056793,0.01186979782039333,0.8728163868958854,0.055957791324434895,4,4,4,4,3,3
0.55912745,0.30066684,0.11466315,0.0039012374,0.02164131,0.3975048570966761,0.1364003924465451,0.26545743857545395,0.017345351905227412,0.18329195997609746,0.021759275,0.0018279819,0.86924213,0.0015846537,0.10558595,4.2440742717979365,3.1858858408964648,2.2072123918634743,-0.2686356794055987,0.8007543595159736,0.2169429367557289,0.08683734458261715,0.5398472356228083,0.003978299624541917,0.15239418341430366,0,0,1,1,2,2
0.5301627,0.3294506,0.010187539,0.0020764417,0.12812275,0.22151403593299024,0.3773862745529568,0.0547123152771336,0.01588563216672205,0.3305017420701974,0.0034936431,0.98172826,0.0003217189,0.0002900421,0.014166287,2.24815290757919,4.26058427099856,0.7194476355882391,-0.29172906755684347,3.2845446387744524,0.15937622079286295,0.4537775559308417,0.11331184800466806,0.11191094602060092,0.16162342925102646,0,1,0,0,1,1
0.013207617,0.0008999316,0.0010344901,0.9841303,0.0007275823,0.14257669345304194,0.137861486900708,0.11676620914943395,0.399494283229509,0.20330132726730699,0.055838335,0.020373086,0.15358733,0.769471,0.0007303193,3.1340753094812235,2.1790500541234286,-0.20956410615914423,4.214389324205014,0.7799430355820169,0.10500469021900347,0.20469367835732946,0.103951854849502,0.4311792250728525,0.1551705515013127,3,3,3,3,3,3
0.017128982,0.00094895565,0.0012992686,0.9791821,0.0014406769,0.15721258379943204,0.41964526666751745,0.23730419018890167,0.017102092412060902,0.16873586693208806,0.9327676,0.0031798047,0.0022142627,0.0006007844,0.061237503,0.7246678525307596,3.251800426750074,2.2058506554297543,-0.2634817788413676,4.264119174908964,0.24971874781309186,0.38151139356988906,0.19605379730706382,0.022264386347594464,0.15045167496236064,3,3,3,3,1,0
0.04084172,0.0068925405,0.010769975,0.93703383,0.0044619916,0.5894212318142699,0.06554268077844058,0.1786235376206774,0.0010038972379538711,0.16540865254865836,0.98957586,0.00080175325,0.0002323753,6.225791e-05,0.009327685,4.30604888952827,0.7567521076819308,1.9544881259542726,-0.3123251562313393,3.288937310931027,0.9429843904266082,0.0030007298954158614,0.0043366114353464,0.00026264820345732644,0.049415620039171985,3,3,3,3,0,0
0.05708632,0.0021013888,0.004830949,0.92931855,0.006662817,0.35171023828521647,0.19416672682549244,0.11155931523394391,0.008206559238113595,0.3343571604172336,0.7626727,0.2043668,0.02752304,0.0030380334,0.0023994579,4.25305746220582,2.20410821221445,0.773168709779376,-0.2678435864714327,3.1993493798041053,0.6230748756848791,0.1275960622553566,0.0779780513148017,0.027408214503822612,0.14394279624113973,3,3,3,3,0,0
0.81684846,0.00021417851,0.003400279,5.1660507e-05,0.17948544,0.20936264035649224,0.40907615242327644,0.2206710533199127,0.0010252377998608377,0.15986491610045772,0.21172655,0.66507035,0.11838722,0.0008064333,0.0040094336,2.1954549246330437,4.276052767469626,3.235235598212443,-0.30036086266110845,1.107279258624173,0.2602638016477477,0.39100285547648583,0.128349452672849,0.009513596468529643,0.2108702937343877,0,0,0,0,1,1
0.27326283,0.22443254,0.09790858,0.33680618,0.06758991,0.3141590332164089,0.3161578708301109,0.0769382357775936,0.0019893562801846297,0.2907555038957022,0.970562,0.0033413728,0.0070721013,0.00028649412,0.018738024,4.289041859653298,2.2008999246455065,0.7786039860158163,-0.30389499751366483,3.2699387122076202,0.5103221705477288,0.17963774198595636,0.13438451636032692,0.014137575301900527,0.1615179958040875,3,0,0,1,0,0
0.4255928,0.4393611,0.11011865,0.008878617,0.016048804,0.2051639890895261,0.2315376986965576,0.3432616829977815,0.0016374939737619492,0.2183991352423728,0.090748854,0.15819457,0.735645,0.00855418,0.006857387,3.2320223478978556,2.1483845549320058,4.191523278712678,-0.25422084344468454,0.8161667975129848,0.2041564290608069,0.3229202908557769,0.26299100189237795,0.022152623731014624,0.18777965446002362,1,1,1,1,1,2
0.25349307,3.2987282e-05,0.18420659,0.00147391,0.56079346,0.2555497706631131,0.004121656156850611,0.1743262665658893,0.4233148584864475,0.14268744812769948,0.0011319068,0.0005257965,0.020766325,0.00086668687,0.97670925,1.0127062913538807,0.7435445926026076,0.7275096748590386,3.2214878776211764,4.284274237957694,0.32174747396447884,0.08133820657638838,0.09195893993757584,0.020545058139534885,0.48441032138202195,4,4,4,4,4,4
0.39573374,0.21535753,0.35336447,0.0011828049,0.034361485,0.4352805468726871,0.2706399473517692,0.0757671121204006,0.00031639557672953107,0.21799599807841358,0.002544501,0.03731238,0.00011671398,0.00010340443,0.959923,2.2742652616333925,3.2138056911344894,0.7409727471799018,-0.30883509831504974,4.302064993031496,0.3144350346774686,0.15540310745052338,0.07015190431902185,0.0058283168508707585,0.4541816367021155,0,2,2,2,4,4
0.5045677,0.0005191012,0.002824414,0.0013776337,0.4907111,0.25325717502426887,0.2646805503122177,0.20159444142047525,8.94365240178545e-05,0.28037839671902026,0.03333758,0.002279576,0.06661539,0.00029447442,0.897473,2.2507222188598446,1.0193431827379964,3.284577539348396,-0.3135956178053246,4.2914297714492795,0.15187842339902755,0.11233157055064723,0.3696875221036748,0.0031133248343599685,0.36298915911229046,0,4,0,4,2,4
0.036818698,0.012254349,0.015639834,0.77990514,0.15538193,0.5865086710389706,0.027082888084721903,0.10197872576183449,0.07230365707570786,0.21212605803876503,0.97257304,0.003890559,0.020037437,0.0023345312,0.0011643611,4.297794152512624,0.7374144536555665,3.1164449669334466,-0.2779685806583965,1.94820814107599,0.7191927231859243,0.09873124315647049,0.06632304283727988,0.021785586337060785,0.09396740448326452,3,3,3,3,0,0
0.07189436,0.027617065,0.020029254,0.5102728,0.3701865,0.3938014434901856,0.28155321049075627,0.0622281636318329,2.1223690213293315e-05,0.26239595869701193,0.9688749,0.0050615887,0.0010262858,0.00063647673,0.02440079,4.30473302903506,2.2534049507262925,0.8345957132459261,-0.3152524353425293,3.273759951335936,0.6306912337540611,0.11739908282945608,0.13793557567405718,0.00740587176048266,0.10656823598194304,3,3,1,3,0,0
0.043442197,0.012941367,0.013116337,0.74196565,0.18853447,0.1844350130400409,0.38029059379642044,0.2327030965420212,0.004715339572771032,0.19785595704874653,0.00056052,0.9677693,0.002697771,0.00012568613,0.028846735,1.9405117758781598,4.3003352716174215,0.7483309443549808,-0.29386844366743137,3.207247799013232,0.09560544214233134,0.5381990007621947,0.15400584027928635,0.013998595883334701,0.1981911209328529,3,3,3,3,1,1
0.37692994,0.0005440548,0.029745776,0.037988205,0.55479205,0.3512506963896368,0.307614311148389,0.14381148611700673,0.04555516762209417,0.15176833872287324,0.26291394,0.5813924,0.14865242,0.004376816,0.002664461,3.1945240769602736,4.248842840516981,2.1878908686696055,-0.27062843367355177,0.810187374471975,0.327535021908586,0.3830585308523903,0.14794145761572589,0.0057571315658809605,0.13570785805741692,4,0,0,0,1,1
0.1944945,0.00086306233,0.016247034,0.110201046,0.67819446,0.1964721565952127,0.41861254216659305,0.12575387966201673,0.007176960874381805,0.25198446070179575,0.3930868,0.501795,0.100521915,0.0012626173,0.0033336626,3.2442610875374185,4.279756196893656,1.0113283711891627,-0.2973263677411469,2.0684566862676923,0.3425860268796459,0.3619121053532257,0.11032944078006,0.007347004007288931,0.17782542297977968,4,4,4,0,1,1
0.41127732,0.0009966468,0.0015894606,5.5805398e-05,0.5860808,0.0702063250950197,0.10118861481741016,0.07511548500563123,0.659879965819504,0.09360960926243483,0.000871899,0.000576173,0.00056187995,0.99102074,0.0069692573,0.7015842343206984,2.2051381822731115,-0.29619131665237913,4.301539487492185,3.2815448985065268,0.03789801375011497,0.016250558211007116,0.01173677821717953,0.888068175785152,0.0460464740365465,4,0,0,0,3,3
0.022398287,0.0012194823,0.0019896475,0.9718868,0.0025057495,0.341331456314924,0.19190503256841263,0.18097651371814422,0.0024807695703851235,0.28330622782813397,0.55316657,0.3187276,0.116473004,0.00849093,0.0031419157,4.282499811446142,3.1985259986196883,1.7713902580055787,0.7650260826705482,-0.23694138602660833,0.42931434900956517,0.18687977459725647,0.13243313973013474,0.04743348971543819,0.2039392469476054,3,3,3,3,0,0
0.3191056,0.3648641,0.13098888,0.100146666,0.08489481,0.13290109495071606,0.35694684284375494,0.08765060959264821,0.1320656633603735,0.2904357892525073,0.57891893,0.2602621,0.067717426,0.08990095,0.0032005624,3.1689819171574007,4.252259871038792,2.0477181274760943,-0.23825129365354694,0.7856718362647998,0.1988893629496783,0.2609620186384564,0.1309589542175296,0.2545322830355645,0.15465738115877112,1,1,1,1,1,0
0.024514565,0.002826946,0.0046474175,0.96348596,0.004525083,0.2748352094350453,0.3799099833381011,0.22863501264365632,0.012537298642368662,0.10408249594082859,0.08562096,0.0071008033,0.0042129247,0.001187004,0.9018783,2.1611801474106147,4.258066795226165,2.146504059954048,-0.280176823332089,2.036156008846387,0.2311073838830875,0.26195910351601054,0.07399588796199726,0.01240903966129,0.4205285849776147,3,3,3,3,4,4
0.10262354,0.068224765,0.07842704,0.7444223,0.006302322,0.09876132882661176,0.23729550451798792,0.07402020999189658,0.3959372992986103,0.19398565736489348,0.0028820785,0.0017896444,0.9590113,0.02301368,0.013303345,0.749395267278635,3.252325823224904,-0.27161963989290416,4.247367199587847,2.1966196173943606,0.12367511943360526,0.2484382095271446,0.2396342261117555,0.2751889019073195,0.11306354302017517,3,3,3,1,3,2
0.43561652,0.00023227443,0.058931474,0.0020706106,0.50314915,0.23108724237669073,0.43775455082972575,0.07592266184668298,4.9790631407831594e-05,0.25518575431549256,0.0021928437,0.98596185,0.0002602434,0.00016311606,0.011421955,2.2951198070797174,4.295373684569029,0.7446413848899623,-0.3174410498418213,3.2952174495571285,0.1958118350932605,0.5520792123778849,0.07728329236171226,0.010747863401597557,0.1640777967655448,4,0,4,0,1,1
0.011091642,0.46050712,0.0010937955,1.7971315e-05,0.52728945,0.3187479911115132,0.30696737545228225,0.03127612046401861,0.00762397813141604,0.3353845348407699,0.0031993024,0.12568559,0.00013651507,0.0001320472,0.87084657,2.12732159394102,4.290759506202684,0.7351343001567598,-0.30547406841688163,3.293583662508386,0.24994040100435086,0.32462605708207526,0.0454873073594303,0.015298968222078047,0.36464726633206546,4,0,4,1,4,4
0.0017819506,0.6452725,6.3572434e-06,3.4083962e-06,0.35293588,0.2714124172118354,0.29891064582391824,0.15396988559503666,0.0009660526153647297,0.27474099875384494,0.8866307,0.008795429,0.014771415,0.0003152227,0.08948728,4.28322927303303,3.243632953354839,0.9856694741975894,-0.29902826116946574,2.0940009661523162,0.42680258460086695,0.18945312796786418,0.15254963784635522,0.00906136186664095,0.2221332877182726,1,4,4,4,0,0
0.0879513,0.48791468,0.0025763917,0.0011244221,0.42043316,0.05965117043179385,0.09840444364093598,0.11180206900455276,0.3342617915059742,0.39588052541674323,0.8866447,0.02044119,0.007564847,0.07780626,0.007542958,0.7189369144154975,0.7171247290790046,0.7385638784600357,3.2843849603602298,4.299353058141984,0.33784048146201895,0.05925954599303246,0.04971931926196932,0.3051709502174532,0.248009703065526,1,1,0,1,0,0
0.7273954,0.0032220362,4.016859e-05,1.3144384e-06,0.2693411,0.45053601126837606,0.18307339571130765,0.20045254464263312,0.00014478644282038422,0.16579326193486285,0.93185425,0.005228163,0.020584712,0.00028097647,0.04205186,4.295604865334562,1.8370094208289869,3.2740339411439647,-0.3012918978826115,0.774324835815887,0.6847203829050144,0.09938344447172426,0.12405156888040303,0.0013557034569796574,0.09048890028587886,0,0,4,0,0,0
0.40995848,0.28486666,0.06663009,0.21152805,0.027016794,0.04506199140166605,0.14929323296571076,0.24316297010895901,0.1317690768498513,0.4307127286738128,0.0017524133,0.0014664613,0.002058645,0.974603,0.02011946,-0.30247855732371604,1.793422004100656,0.7322949958538041,3.1779742221399783,4.311641232164573,0.09376822321194364,0.08451841906906722,0.15153301090775023,0.37747998263488347,0.2927003641763555,0,4,1,0,3,3
0.39307252,0.2861604,0.29520592,0.0046799327,0.020881237,0.2603312435663079,0.14495884071448756,0.2814508436281023,0.002354249342191713,0.3109048227489105,0.17276838,0.078891486,0.74570185,0.0014302025,0.0012080715,1.1784373002181712,3.251498757189863,4.292179727110738,-0.3093748845459662,2.204533832947962,0.1805521723255665,0.14479348963828875,0.6049677664593238,0.014768652426312343,0.054917919150508546,0,4,1,1,2,2
0.46083626,0.25544307,0.2170513,0.037964623,0.028704679,0.31465215398105095,0.26813339584416307,0.1081652623085467,0.003993953147980934,0.30505523471825835,0.014726662,0.0014262446,0.9231552,0.00010661616,0.060585313,4.278008799113402,2.2089488340384604,1.2199949706678435,-0.30615297425091814,3.241196173624386,0.314182195095776,0.16858176016820942,0.2558978263666908,0.01159216508171426,0.24974605328760943,0,4,2,1,0,2
