Xgboost_0,Xgboost_1,Xgboost_2,Xgboost_3,Xgboost_4
0.9887664,0.0013012287,0.00018398199,0.00010238353,0.009645986
0.27926508,0.00695145,0.001037739,0.00031524358,0.71243054
0.2325023,0.11570691,0.6469844,0.0027392951,0.0020670996
0.21789381,0.032779407,0.7264859,0.020208098,0.002632794
0.32798907,0.29727295,0.35789475,0.012380354,0.0044628438
0.95420414,0.009035024,0.0086243395,0.00032392493,0.027812587
0.0019781,0.0015332797,0.0019437633,0.24660453,0.74794036
0.4771722,0.3041615,0.17896944,0.03508517,0.004611659
0.0032996254,0.0037082308,0.0049531804,0.14205903,0.84597987
0.0014479351,0.0012366411,0.059642546,0.0014769536,0.93619597
0.26743206,0.62186515,0.10362307,0.004265636,0.0028140796
0.27321947,0.3244615,0.37487504,0.020660004,0.0067840256
0.0006161722,0.036184836,0.0011251715,0.00066572375,0.96140814
0.7961589,0.00081417337,0.00029980342,0.00013790332,0.2025892
0.0009875282,0.0006461097,0.0005598291,0.98942417,0.008382435
0.21682304,0.02525084,0.7545937,0.0009030403,0.002429419
0.23172891,0.6636486,0.1008459,0.00253756,0.0012389929
0.0013785843,0.9770841,0.0022921832,0.00049733126,0.01874778
0.0016050541,0.12190017,0.005400536,0.0013298843,0.8697644
0.0012197125,0.9275188,0.0038681957,0.004203007,0.06319028
0.35743636,0.5481507,0.090996,0.0019704003,0.0014465342
0.9772289,0.0038795427,0.00076810404,0.00021379597,0.017909644
0.4584225,0.0043063746,0.00051938224,0.0013061834,0.5354456
0.18026505,0.16114308,0.63146186,0.014015213,0.013114794
0.0015247731,0.0023383098,0.0013988522,0.033425946,0.9613122
0.60151273,0.22821291,0.16303396,0.0030684357,0.004171962
0.78823704,0.1708051,0.032474767,0.007179136,0.0013039556
0.012417669,0.004840131,0.024591953,0.95681405,0.0013362258
0.97183424,0.003410823,0.009257821,0.00017336056,0.015323715
0.36156377,0.48618117,0.13629551,0.013569868,0.002389659
0.46747097,0.49056914,0.026841534,0.0043951483,0.010723177
0.0009925675,0.97829175,0.0019960792,0.00055868493,0.018160904
0.6663074,0.30571666,0.02326677,0.0022480637,0.0024611463
0.10644198,0.024308491,0.17236277,0.6956847,0.0012020827
0.0065727453,0.52508754,0.0013075703,0.00048692827,0.46654525
0.0024075103,0.21305063,0.0031095166,0.00025552974,0.7811768
0.015687246,0.0007803419,0.9717919,0.00024567757,0.01149484
0.015389467,0.0018057913,0.31906334,0.00041008196,0.66333133
0.004537601,0.0029622854,0.0017821689,0.15598679,0.83473116
0.622898,0.21908607,0.14216284,0.010343343,0.0055097532
0.5231895,0.38935685,0.07922119,0.0059426595,0.002289804
0.13199672,0.43546578,0.4198809,0.005895392,0.006761254
0.10564436,0.0011454787,0.00031449023,0.00012258513,0.89277303
0.11898374,0.03238516,0.049265143,0.7983273,0.0010386152
0.49342993,0.38982046,0.062425494,0.050633077,0.003691086
0.9773795,0.005429078,0.0042693866,0.0003224354,0.012599545
0.0012981434,0.002206733,0.001417079,0.051422957,0.94365513
0.0021395427,0.9911684,0.00016633126,0.00025194773,0.006273793
0.0017449815,0.93210423,0.00468929,0.00093696447,0.060524542
0.2505158,0.14765237,0.29844552,0.29609028,0.007295987
0.0016837757,0.0007464093,0.0007257195,0.9838974,0.01294663
0.42787817,0.4348841,0.13276501,0.001985113,0.0024875952
0.39460143,0.41366127,0.18648235,0.001849689,0.003405199
0.001056842,0.9897413,0.0026640962,0.000106001,0.0064317025
0.19881347,0.2600569,0.32254654,0.21693091,0.0016521927
0.27819648,0.6057767,0.040129345,0.07212159,0.0037758388
0.23908506,0.70559627,0.05070113,0.0023718453,0.002245709
0.63911736,0.011767442,0.00083573075,0.0021826595,0.34609678
0.28341007,0.021746235,0.040088046,0.001524059,0.65323156
0.9828031,0.002676395,0.012526665,0.00083066756,0.0011631224
0.8315105,0.12469417,0.03162186,0.008493191,0.0036803023
0.12717399,0.004847732,0.006395989,0.00025181717,0.8613305
0.0021420687,0.3386106,0.004534842,0.0036111267,0.65110135
0.002200414,0.0012998064,0.0015835721,0.9770403,0.017875971
0.20894848,0.67865807,0.095245056,0.01498339,0.002165022
0.0013543436,0.31631634,0.011749153,0.0040887417,0.66649145
0.5744906,0.108931184,0.307206,0.006251336,0.0031208603
0.004426766,0.98647946,0.000430366,0.000245167,0.008418274
0.0008424994,0.18799603,0.0072182785,0.00074381655,0.8031994
0.4582426,0.37553668,0.15385777,0.009895963,0.0024669885
0.091995336,0.56849223,0.24034153,0.09682189,0.0023490011
0.0012782424,0.98152643,0.0028987909,0.0008769959,0.013419489
0.20932227,0.5476408,0.23158495,0.008213734,0.0032382268
0.966927,0.00873739,0.021008259,0.00263515,0.00069219165
0.015478108,0.0016618411,0.0040306114,0.9598688,0.018960658
0.01471739,0.0055105486,0.030426629,0.9486462,0.0006992163
0.1093954,0.042855266,0.16654177,0.6802361,0.0009714153
0.0036224017,0.00041849285,0.0025794231,0.99325067,0.00012902521
0.94418204,0.012807901,0.0010540381,0.00047317028,0.041482843
0.0017519931,0.9719804,0.0030000536,0.0007264057,0.022541175
0.0011931595,0.0007699984,0.0010448272,0.98760545,0.009386533
0.2757397,0.29596853,0.103117235,0.32193056,0.0032439316
0.8102737,0.0052485606,0.001380185,0.0005061058,0.18259147
0.89233893,0.01132774,0.023485119,0.00046855112,0.0723797
0.015938994,0.0004778179,0.9796164,2.6563532e-05,0.0039401976
0.0037616414,0.002320872,0.19092357,0.014077304,0.78891665
0.006353592,0.0040102513,0.95789605,0.00029026956,0.031449888
0.06700722,0.0022316114,0.9105561,0.0017975204,0.01840759
0.0008616363,0.98857075,0.003448572,0.00017449533,0.0069445535
0.97499096,0.0020673093,0.0005686722,0.00020730672,0.022165775
0.0030838843,0.98349357,0.0005228196,0.00036934065,0.012530385
0.31289655,0.031812016,0.1690976,0.4844807,0.001713162
0.0008427307,0.9705245,0.0013348804,0.00013994315,0.027158018
0.6122168,0.0056359856,0.001065264,0.00071358,0.38036844
0.0023805331,0.0013086891,0.00084024674,0.062105577,0.9333649
0.011444062,0.001787226,0.014659228,0.9714788,0.00063070114
0.0014867997,0.96607447,0.0024355287,0.0014441374,0.02855912
0.17579,0.0019855418,0.00013482569,0.00011525787,0.8219744
0.0048381514,0.0034179795,0.08859365,8.8626046e-05,0.9030616
0.15727507,0.6686513,0.08925797,0.08219054,0.0026251832
0.94454443,0.0033964964,0.0064675473,0.0007617476,0.044829737
0.0037262018,0.0036836753,0.007000765,0.37660268,0.6089867
0.5424582,0.15493026,0.27916026,0.018534295,0.0049170344
0.002822762,0.04268874,0.00023206444,8.756621e-05,0.95416886
0.036004066,0.0020819767,0.014124334,0.94732744,0.00046219863
0.0040905075,0.16014692,0.0025755009,0.00095908996,0.83222795
0.0029476064,0.9866295,0.00041942386,0.000156137,0.009847404
0.030610254,0.004311321,0.86906815,0.0023976627,0.093612626
0.49004596,0.17697702,0.32578087,0.004250787,0.0029454045
0.98942715,0.0013401273,0.005924044,0.0021623722,0.0011462487
0.2556203,0.0033867906,0.009403559,0.00015832332,0.73143107
0.57850605,0.0038514838,0.0005190585,0.000904889,0.4162185
0.0023559267,0.9650805,0.003915009,0.0011339744,0.027514549
0.17378409,0.50408477,0.26588646,0.05381534,0.0024293652
0.89076996,0.0036654768,0.0011044533,0.00018055964,0.10427955
0.34287533,0.5228787,0.12831211,0.0046603666,0.0012735212
0.19439617,0.045090694,0.7573211,0.00082058966,0.002371478
0.02706507,0.004777607,0.006954189,0.86272115,0.09848193
0.0009381226,0.3023291,0.0050059385,0.0011094986,0.6906173
0.2603823,0.008355701,0.011713771,0.0007462339,0.71880203
0.0023323263,0.5669321,0.022280144,0.0019609723,0.40649444
0.20777163,0.7192824,0.06963791,0.0019490154,0.0013590461
0.0004814953,0.00037044773,0.0007059167,0.99272585,0.005716268
0.045134015,0.0025750294,0.4788691,0.00029412625,0.47312766
0.00096468,0.9692221,0.0026963446,0.0059510367,0.021165835
0.47075322,0.4009747,0.10471706,0.019723592,0.003831442
0.34930924,0.25105783,0.3811978,0.015022522,0.0034125766
0.022303447,0.004794168,0.52274853,0.00038277608,0.44977108
0.011160894,0.0024158717,0.83978254,0.0035394505,0.14310125
0.20241067,0.08820103,0.51688004,0.18799213,0.0045161387
0.103671886,0.0774686,0.09967391,0.71846193,0.0007236761
0.011223321,0.0021729923,0.9594159,0.00050133874,0.026686404
0.09505081,0.5076614,0.27864686,0.11680047,0.0018404513
0.02687275,0.9181028,0.0013241234,0.0005493575,0.05315093
0.91453767,0.003419229,0.013279568,0.067779265,0.0009842319
0.0025055965,0.96593976,0.009351134,0.0012161561,0.020987399
0.27654734,0.6211978,0.099600464,0.0012186711,0.0014357051
0.041281413,0.031776182,0.9220349,0.002466979,0.0024404873
0.004571595,0.0038938834,0.96449065,0.0062708454,0.020773001
0.0088576,0.0026985174,0.98264354,0.0003687242,0.005431612
0.0014373114,0.048976477,0.0013710813,0.0004847016,0.94773036
0.04639732,0.0041970224,0.008060769,0.00019115984,0.94115376
0.5003152,0.40706366,0.08682825,0.0022017593,0.0035911673
0.48973128,0.47708517,0.027568812,0.0011344467,0.0044802516
0.011503686,0.0013673733,0.0044542314,0.9825246,0.0001501359
0.0044836053,0.0034054085,0.0053747185,0.9155421,0.07119409
0.0068471185,0.0024242175,0.002988325,0.95541537,0.032324966
0.002114408,0.0005051482,0.00042829997,0.98798966,0.008962463
0.9345477,0.0028164983,0.0584465,0.0033547373,0.00083448656
0.35587868,0.033841584,0.048168123,0.0015557184,0.5605559
0.04515659,0.00051669613,0.0008268135,3.409388e-05,0.95346576
0.17610213,0.45817667,0.33070236,0.031555243,0.003463542
0.516724,0.1944517,0.28185782,0.0020921922,0.0048743375
0.9754715,0.0014060814,0.0005696919,0.00018293038,0.022369836
0.14906162,0.059750073,0.7779895,0.010134024,0.003064769
0.0015994351,0.28366327,0.0059167226,0.0010096837,0.7078109
0.87524235,0.0070888917,0.0010798156,0.0005282964,0.11606068
0.0042370916,0.0021853915,0.0043810825,0.38157994,0.6076165
0.32315007,0.08456486,0.58048916,0.0059885327,0.005807372
0.42525825,0.004352536,0.0019407902,0.00067703193,0.56777143
0.004465008,0.004739958,0.0016782891,0.00014760348,0.9889691
0.3732046,0.0018891387,0.00207792,0.0015352578,0.62129307
0.34742346,0.44589883,0.20263104,0.0021635701,0.0018830462
0.09293113,0.0005775939,0.00033186385,0.0003006601,0.90585876
0.09100893,0.1583167,0.7428365,0.0021904325,0.005647463
0.008034138,0.0020634376,0.0036182457,0.03686022,0.94942397
0.100680254,0.00848446,0.0040662615,0.00015350769,0.8866155
0.0019936208,0.003066437,0.0018456607,0.100452594,0.89264166
0.012876322,0.9276736,0.0010055669,0.00061447715,0.057830002
0.0021487556,0.0018386923,0.0027935782,0.93443227,0.058786653
0.0031118619,0.0025346978,0.9701704,0.00016981304,0.024013298
0.0033495282,0.963752,0.003607207,0.00057959877,0.028711699
0.0010133354,0.0177584,0.0017536875,0.00068031513,0.9787942
0.44350016,0.075428285,0.423474,0.054581374,0.0030161876
0.86830586,0.0054548793,0.0010329928,0.0006302274,0.1245761
0.03370243,0.001085286,0.9606235,0.00010508791,0.0044837547
0.0020384549,0.9549642,0.0053338828,0.01330424,0.024359232
0.13909511,0.47678474,0.3670012,0.0076136044,0.009505405
0.21748084,0.0023133408,0.00214259,0.00017650914,0.77788675
0.0037417246,0.0017323169,0.1552784,0.00045411382,0.83879346
0.00058501627,0.0012963486,0.0009623718,0.9915776,0.005578651
0.28337342,0.1529198,0.5348725,0.02605105,0.0027832568
0.9837467,0.0010793412,0.013411568,0.0007809443,0.0009814536
0.04111077,0.0010248377,0.00014277022,3.083265e-05,0.9576908
0.0013604301,0.97687906,0.0037811988,0.0006612236,0.017318064
0.28785208,0.005302382,0.0007925251,0.00023381421,0.7058192
0.0032582309,0.0026896459,0.9836998,0.0003307447,0.010021553
0.0013112682,0.0008190047,0.06265608,0.0008503365,0.9343633
0.25671268,0.2326459,0.47939515,0.024910055,0.006336223
0.012269768,0.0003622923,0.006349914,0.9807927,0.00022530677
0.019315036,0.003052054,0.94919366,0.0027212116,0.025717998
0.0010063465,0.0006538655,0.00073648285,0.99007356,0.007529744
0.03357189,0.00039344377,0.00028008173,3.3421373e-05,0.96572113
0.35953477,0.20057267,0.120393194,0.31823504,0.0012642794
0.90817136,0.0036752378,0.011524382,0.00078769046,0.07584136
0.005817359,0.0036120303,0.20643225,0.008440528,0.7756978
0.26259974,0.6782678,0.056276254,0.00142206,0.0014340993
0.95024276,0.006164935,0.011746068,0.00025990664,0.031586356
0.30604833,0.49961066,0.18934359,0.001729832,0.0032675895
0.0015984703,0.0012177557,0.0009541066,0.058901668,0.93732804
0.5393522,0.3326594,0.12475923,0.0014023691,0.0018268446
0.0032277158,0.00097567716,0.0013095889,0.110195264,0.8842917
0.22928187,0.2709339,0.4896983,0.0081603965,0.0019255311
0.0010073928,0.00037826164,0.0012400948,0.9872563,0.010117976
0.98486716,0.0012714862,0.012147478,0.00090864033,0.00080519577
0.52551204,0.33117253,0.13979568,0.0013324978,0.002187324
0.0015227144,0.9921617,0.0001853692,5.612785e-05,0.006074079
0.022814723,0.001279962,0.9606851,8.507935e-05,0.015135189
0.11467796,0.0012413274,0.00074655254,8.5384076e-05,0.8832488
0.0011254012,0.043533534,0.0043107644,0.00069238216,0.9503379
0.8493641,0.104381524,0.042477988,0.0018652218,0.0019111611
0.005167156,0.2905463,0.00049882074,0.0002705877,0.70351714
0.61013746,0.09671002,0.2834706,0.0070888167,0.0025930963
0.15398195,0.52090585,0.31355727,0.007409777,0.0041451235
0.33168456,0.26381513,0.09282862,0.3093958,0.0022759242
0.98268396,0.0026107745,0.005978864,0.00043262343,0.008293737
0.08968591,0.6563097,0.22805437,0.024219329,0.0017306628
0.4535175,0.48161218,0.052910578,0.006950947,0.0050088
0.0082446905,0.0012425228,0.0015945768,0.9887842,0.00013394588
0.0037199864,0.0035243577,0.003090699,0.92274314,0.06692185
0.00097299425,0.87292916,0.014232356,0.0005562097,0.11130928
0.0032147788,0.24486353,0.00045500736,0.0002170277,0.7512497
0.2609735,0.5959428,0.13323483,0.0049853656,0.004863495
0.0007100937,0.057051923,0.0015700002,0.00020094698,0.94046706
0.0021786003,0.99101126,0.00034494666,0.00010749274,0.0063576987
0.0016486959,0.938288,0.0018561382,0.0009204136,0.057286747
0.0013510226,0.0007427305,0.031444177,0.00028627578,0.9661758
0.0009097886,0.0011942681,0.001815676,0.9819292,0.014151083
0.011337452,0.007902022,0.014858835,0.57300806,0.39289364
0.001067652,0.00073133496,0.0011119657,0.98121417,0.015874906
0.22341082,0.1919208,0.050554294,0.52848387,0.005630235
0.0009773488,0.9525019,0.0037610002,0.01200191,0.030757805
0.3040081,0.30791783,0.38297895,0.001965066,0.0031300634
0.2468479,0.22617921,0.5156711,0.008626502,0.0026753058
0.03601892,0.0047718105,0.086636245,8.812334e-05,0.87248486
0.9804052,0.005869875,0.010455317,0.0019719063,0.0012977171
0.13200913,0.65282565,0.17614737,0.036838774,0.002179026
0.0024034427,0.9816165,0.00023542589,0.00020176083,0.015542905
0.11639224,0.69220024,0.17097946,0.01748037,0.0029476471
0.0009327494,0.9907156,0.0011554157,0.00023898284,0.0069572884
0.009507505,0.00035433477,0.0016162827,0.9882933,0.00022860736
0.95872587,0.00254342,0.022354174,0.0006497425,0.015726821
0.07980389,0.0027289283,0.0003461282,7.0535e-05,0.91705054
0.0013726864,0.97979605,0.0036593836,0.00028369375,0.01488821
0.1112076,0.0011379744,0.00021053181,0.00015793192,0.88728595
0.6471536,0.0015193664,0.0021239957,0.00029983706,0.34890324
0.16273427,0.77417207,0.05090271,0.009537552,0.0026533857
0.041997954,0.0017479815,0.00023926925,0.00013756964,0.9558772
0.00053658255,0.055942737,0.0021906318,0.00038610128,0.940944
0.97314984,0.004419735,0.0008946802,0.0001865345,0.021349272
0.047441438,0.0038438174,0.010319821,0.93772453,0.0006703874
0.2927293,0.04093765,0.66076696,0.0039033277,0.0016627695
0.004902756,0.0030761934,0.930408,0.0041408134,0.05747219
0.001492301,0.21481161,0.0004105609,0.00029221637,0.7829934
0.92758936,0.0048404895,0.0009148606,0.00067389786,0.06598136
0.0013078323,0.00058464333,0.06840111,0.00055224,0.92915416
0.0011846513,0.00052443345,0.00079298404,0.9844468,0.0130510945
0.0013907274,0.48704207,0.016276862,0.0033445326,0.49194583
0.0011350306,0.96261585,0.0038114933,0.0005677519,0.031869832
0.2242005,0.45792246,0.30532292,0.00965038,0.0029037423
0.0060656257,0.00036303676,0.0020405508,0.99124825,0.00028253574
0.013289167,0.16751742,0.0007766046,0.0005830228,0.8178338
0.0074081337,0.00075289083,0.0043439814,0.9872502,0.00024479645
0.0007125521,0.0025408962,0.0009974896,0.10087444,0.8948746
0.054417823,0.0406455,0.9012992,0.0017607403,0.0018767721
0.23018426,0.11618757,0.6321756,0.018072743,0.003379764
0.26912767,0.25744653,0.22386913,0.24710472,0.002451963
0.0014099085,0.5408063,0.006558764,0.0046569514,0.44656804
0.016683785,0.0013296914,0.9760901,0.00011138615,0.005785051
0.076573,0.006370366,0.0031281922,0.00025302533,0.91367537
0.001385342,0.032434218,0.00011134641,2.2495242e-05,0.96604663
0.45159775,0.427986,0.064674936,0.045923922,0.009817398
0.010033561,0.00044940974,0.9783241,3.920152e-05,0.011153733
0.14325193,0.55839306,0.20409928,0.09224156,0.0020141355
0.0018750209,0.0006645891,0.0022094476,0.995006,0.00024488827
0.9700837,0.009165282,0.018750442,0.0014876105,0.0005129359
0.36349356,0.36217538,0.2633907,0.0052481927,0.0056921504
0.33055902,0.47931796,0.16850056,0.006530767,0.015091737
0.26286948,0.55044407,0.1447481,0.04042832,0.0015100517
0.1282359,0.69259465,0.13166839,0.043975137,0.0035258916
0.27269223,0.016344715,0.6131578,0.09351219,0.0042930795
0.0005725974,0.041476157,0.0013243267,0.00025523975,0.9563717
0.10920282,0.25671184,0.56292516,0.06820711,0.0029530898
0.06909983,0.012311849,0.041136116,0.8762063,0.0012459668
0.6927841,0.018964225,0.12603587,0.1589043,0.0033115558
0.010119141,0.022616161,0.26573095,0.0033243492,0.69820946
0.006730122,0.0022076555,0.5662337,0.0011835422,0.42364502
0.15983741,0.771322,0.056617435,0.006712766,0.0055103893
0.2593482,0.008673378,0.100455366,0.6299159,0.0016071734
0.3898581,0.37032408,0.22294275,0.012701078,0.0041739857
0.0018085174,0.98737746,0.000257903,0.00017437481,0.010381753
0.0051823338,0.9760696,0.0003508083,0.00034765198,0.018049542
0.061967354,0.0009921265,0.00029050646,6.733405e-05,0.9366827
0.3974478,0.5342953,0.060459465,0.0037868696,0.004010537
0.1367843,0.6285402,0.028397096,0.20341793,0.002860481
0.16960864,0.7205041,0.106985115,0.0010771787,0.0018249573
0.6233489,0.29646257,0.07426011,0.0040796967,0.001848719
0.14935255,0.6370054,0.20139484,0.00693349,0.005313704
0.10485621,0.027881088,0.20531775,0.66060954,0.0013354017
0.003930234,0.00028297602,0.00026058534,0.002813703,0.9927125
0.037631504,0.00205178,0.021417,0.9378646,0.0010350642
0.25657576,0.65473276,0.084111586,0.0020572285,0.0025226865
0.0029446755,0.085214265,0.0002331109,0.00013126664,0.9114767
0.37272725,0.57339627,0.05066433,0.0016495733,0.0015625906
0.0013005331,0.95518166,0.002488038,0.010093636,0.030936074
0.0034376695,0.0028260623,0.01228854,0.17753746,0.80391026
0.96303886,0.0032453113,0.006508831,0.00026868255,0.026938275
0.002163966,0.9869999,0.0004109159,0.00019410942,0.0102310525
0.089788795,0.878717,0.028389174,0.0017713814,0.0013336119
0.001250798,0.008164846,0.008353267,0.00069207203,0.98153895
0.97706693,0.0023696532,0.008062789,0.0006427986,0.011857881
0.005575976,0.0021845417,0.009490013,0.1974569,0.78529257
0.6989054,0.047512356,0.22594798,0.023653176,0.003981119
0.5621277,0.32328764,0.10970259,0.0019332217,0.0029488346
0.08162792,0.00681356,0.02803648,0.8817865,0.0017354763
0.01591505,0.007140141,0.052641172,0.92390954,0.00039412524
0.09675999,0.009698018,0.07586282,0.81674695,0.0009322398
0.0058427877,0.003697557,0.89208186,0.04092922,0.05744855
0.9695402,0.0031283456,0.02147541,0.004934039,0.0009220504
0.0338735,0.0021319636,0.5272129,0.004140818,0.4326408
0.02661578,0.0008329171,0.003298481,0.968995,0.00025779853
0.0034239036,0.9876556,0.00042967475,0.00022676562,0.008264094
0.006823759,0.0023258256,0.0028534138,0.059722792,0.9282742
0.020854466,0.0015853919,0.0030923432,0.97425246,0.00021528042
0.10297073,0.004157614,0.02110553,0.86983925,0.0019268461
0.4285288,0.53301334,0.035676546,0.0015505804,0.001230748
0.006401126,0.00015915361,9.6163916e-05,4.4352768e-05,0.9932991
0.96294284,0.003965215,0.0007824888,0.00031096803,0.031998456
0.0016904181,0.0007611235,0.000943102,0.025085203,0.9715201
0.016141849,0.003041842,0.008642289,0.97160643,0.00056755403
0.0012330088,0.020121742,0.0016281407,8.6486965e-05,0.9769306
0.90994143,0.0013135367,0.07170873,0.00019934018,0.016837014
0.94946253,0.004481168,0.000557688,0.0005579055,0.04494066
0.3499745,0.09740145,0.4324838,0.11413892,0.0060012653
0.98366135,0.0021051771,0.011610109,0.0013634018,0.0012600017
0.013977082,0.00091871567,0.20393863,8.064334e-05,0.7810849
0.47294018,0.21124631,0.31091398,0.0020294497,0.002870088
0.011414359,0.0013131446,0.008299978,0.97876304,0.00020948569
0.1926013,0.046029355,0.7570047,0.0031613095,0.0012033425
0.19569464,0.029434344,0.7732583,0.0007760286,0.00083663355
0.0015034156,0.00066580257,0.98179996,0.00025918442,0.015771573
0.002447201,0.0019100353,0.040917482,0.00052145345,0.9542038
0.9759025,0.0008583663,0.0003625746,9.488522e-05,0.022781696
0.07415189,0.003431277,0.00046312125,0.00019380845,0.9217599
0.14850938,0.044721387,0.25743887,0.54465985,0.0046704975
0.023786925,0.009911763,0.015297171,0.9505089,0.00049518276
0.0034065659,0.002953312,0.14498848,0.003318934,0.84533274
0.011886969,0.0014131985,0.0034286354,0.98254216,0.0007290124
0.018002288,0.0030540715,0.024234073,0.9545513,0.00015824244
0.0034724923,0.04162924,6.596039e-05,6.385484e-05,0.9547684
0.000744942,0.043199185,0.003833752,0.00010298416,0.9521192
0.16889712,0.022810431,0.024456108,0.0025048975,0.7813314
0.013661662,0.0039867694,0.9518886,0.00662064,0.023842296
0.57164323,0.36261794,0.059183102,0.0016389148,0.004916808
0.0016224417,0.9746244,0.0028266865,0.00043461504,0.020491803
0.0013877305,0.0016094447,0.00138989,0.97797936,0.01763357
0.011033701,0.90101224,0.0008860917,0.00050778914,0.086560115
0.35331663,0.3873608,0.24654625,0.009439699,0.003336583
0.34109822,0.4439448,0.10692943,0.105594516,0.0024330714
0.0010314923,0.97415745,0.0039206836,0.0002392044,0.020651203
0.26626953,0.6507055,0.07536863,0.0054826885,0.0021736193
0.000665511,0.0008176765,0.98260385,0.0003362484,0.0155767165
0.11957488,0.007976138,0.869915,0.0007166587,0.0018173351
0.007464981,0.74950176,0.0005732187,0.0006981172,0.24176194
