SVM_0,SVM_1,SVM_2,SVM_3,SVM_4
4.218453114645617,3.186685247902435,-0.23505743225085057,0.8336756221782169,2.058560719465518
3.178708506180706,4.266406682498973,0.9882068445333912,-0.2870310187177345,2.1745584700875757
-0.29157014137210324,2.1817943006321534,0.7473428353495524,4.27626205949778,3.267625364696621
3.2445228692840216,4.254942330925519,2.257417831916674,-0.29911667179065626,0.8681368861189357
2.2645075644833157,3.252266350624773,0.9412766915648546,-0.3100483354596595,4.289324506319602
3.1682245943484486,-0.2787895826397689,1.9528552820658172,4.278904252145968,0.8452049119858757
1.8219803966948707,4.272431497123304,3.157028686764843,-0.24604267318897097,0.8056075373169495
2.130046163139086,4.271113021672856,0.8200908331789702,-0.2783948423344026,3.1847224184242418
1.1981824111273531,4.279625449130261,3.256125962755621,-0.3074253593992785,2.2174268905808487
3.2344947548880736,4.2589285404885935,2.1882374069148662,-0.28888093715156304,0.8685433766996217
1.7630346788617384,-0.2854611481305824,0.7491072264256975,4.2805010627906395,3.286752310444126
4.291173597356753,2.280264753423204,3.280964942795655,-0.3161610275852873,1.1539596640431455
3.2837656120519414,0.8169521272343266,4.286981121858839,-0.30559506149409404,2.080611079841424
4.291893422810018,1.9315895188443881,0.7762445215978954,-0.30413609986097706,3.2833810612300556
3.1577743458446554,4.21786729017281,1.8996034990047317,0.8371730468790075,-0.1944203951921285
-0.30399424032435735,2.169986286980409,1.850326107384708,4.302242212520435,2.0976853677150014
2.26895488119192,4.281476712339435,0.8013560801202906,-0.3105190171044116,3.281891752428175
4.288675514766082,3.226635815626441,2.1509438291766645,-0.30341149546633533,1.1400163268711785
-0.23604707029373936,4.273789063546755,3.2072882044299043,0.7782591017826174,1.78448325327014
3.241774650352252,4.256382158197033,1.9739331676726661,-0.27253494501924186,0.8052686894635384
4.264690324837629,3.187804617727468,-0.2284877387440421,0.7702153311711115,1.8573429052118853
-0.2869759693718338,4.265522657426234,3.2577864751365553,0.8378395593155961,1.9467656887670752
3.233956410155315,4.269096766407326,2.1667981265239598,-0.28423257556757997,0.7876060180288863
