RF_0,RF_1,RF_2,RF_3,RF_4
0.30353961220396153,0.49467528639147473,0.10376788306889281,0.005062848165088118,0.09295437017058289
0.30219671109770174,0.06431600815505924,0.09983451237638721,0.1494301987149791,0.3842225696558724
0.8680407183895104,0.03735846994535519,0.04267528037578965,0.013689047603052238,0.03823648368629244
0.5322250881681411,0.1277901004038778,0.10347090045886917,0.023484429445929725,0.21302948152318218
0.03990799231197052,0.03694854421069014,0.021381624874119032,0.846178036547406,0.05558380205581436
0.19007052791559953,0.12301154913552141,0.4672137396206436,0.011926177063234497,0.20777800626500098
0.13234799386550575,0.5014886337670856,0.1152978759185849,0.09655531487294679,0.15431018157587706
0.10684805494125288,0.1691723495238401,0.08810532345818654,0.5125257399013896,0.12334853217533076
0.24793994363778069,0.36677835233478395,0.191423038119423,0.04141214883208402,0.15244651707592835
0.9568077344302087,0.004387967973859493,0.007105911981948483,0.00023482702310706255,0.03146355859087626
0.536114452411493,0.17026821594952565,0.09781536834879981,0.031788031904196,0.16401393138598547
0.2697960954718919,0.38386100122217776,0.13360849995593319,0.0052135309144679285,0.20752087243552922
0.5142399245917079,0.20273201753267345,0.1384155804974717,0.024468473542139813,0.12014400383600707
0.19448523511597038,0.26129881999434745,0.3149554634272616,0.026663526623961986,0.20259695483845858
0.36029395507438167,0.058620724732875135,0.12999444027046583,0.010519061583577714,0.4405718183386997
0.2410723259130103,0.22349925239484525,0.06303249404719607,0.015365924046645031,0.4570300035983032
0.141448961447816,0.12354458082221552,0.3254740103328777,0.004649764937344027,0.40488268245974673
0.7180192850187853,0.0971160202388728,0.08518876839675273,0.016611012287238845,0.08306491405835019
0.6882345229270406,0.08777689030903754,0.0987783370091616,0.007345396977727075,0.11786485277703307
0.08614613306742559,0.438537404387958,0.21153884655380156,0.006076595594609502,0.25770102039620507
0.36509045368949733,0.32061229231266436,0.16390027962513454,0.008350241589718543,0.14204673278298505
0.3687931222259369,0.3500345621312713,0.12350967753237001,0.0075827301274067485,0.15007990798301493
0.02633835734988107,0.011438750318795826,0.01564492893506123,0.8842846889477404,0.062293274448521646
0.390213377614806,0.2767260922273943,0.15724816276861608,0.028624332427671782,0.1471880349615117
0.20002464411043072,0.2557514700060194,0.12686051191520395,0.25584089048544895,0.16152248348289666
0.22426940276252785,0.2584747956556275,0.07178977932650242,0.019458446561191715,0.42600757569415054
0.14200606896882295,0.24706592968807473,0.22615077268476613,0.23556886066262347,0.14920836799571258
0.2524204453127687,0.4749647034062403,0.0883293540313828,0.0038746204947962136,0.18041087675481202
0.20004223944098584,0.30487378794251224,0.06955841790009144,0.019082743122342725,0.4064428115940676
0.39040309154749986,0.15933523860551507,0.1455352177406057,0.005986224399152921,0.29874022770722636
0.39321944882755816,0.07809288300009977,0.05479757339054023,0.2565789903432914,0.2173111044385103
0.6423230868993791,0.09020458692924008,0.15913130024505226,0.0015824712605015635,0.10675855466582712
0.1407809716305961,0.10941557788714577,0.05924204222606324,0.4592520780396416,0.23130933021655328
0.2119831024047093,0.13770800825907217,0.5545050734534511,0.015169076371963049,0.08063473951080463
0.25973671299137535,0.18895709754180223,0.2635473602770783,0.011335859269912828,0.27642296991983123
0.20442374116019366,0.0695060872373248,0.10741683950302734,0.2782909888066577,0.34036234329279647
0.7957847235655483,0.037155349199246214,0.04564710137269616,0.05012372874836047,0.0712890971141489
0.16775502800681774,0.23093790754087834,0.20131362869390565,0.2570843909896111,0.14290904476878705
0.13171493422808153,0.179205461019886,0.07943368862073814,0.0035180546257868135,0.6061278615055073
0.1231665408627749,0.6487517481802417,0.08889174850376083,0.030718944015712943,0.10847101843750934
0.054082648567668305,0.10153989834277018,0.05651433195367949,0.6808784110179082,0.1069847101179735
0.09808378423852689,0.06582111535060857,0.23862980008742032,0.5525119818442015,0.04495331847924261
0.4284106460100448,0.14348934868385904,0.28908417639412437,0.002418033661937321,0.1365977952500346
0.04195287472723756,0.019126402883164664,0.018487346481972797,0.8298156565318265,0.090617719375798
0.5283020073975306,0.24703134948998023,0.07908640906509645,0.02284491078434278,0.12273532326305003
0.1959039451041426,0.34343499065676314,0.14224981205261464,0.14797294728113217,0.1704383049053473
0.18261693434680354,0.5141385504109888,0.107368601253494,0.013813518839219526,0.18206239514949388
0.061832021491056814,0.041254333221589744,0.02932219317398973,0.16571988952384456,0.7018715625895193
0.2679043404567756,0.15629934840060014,0.12043878389288082,0.21377214049333243,0.24158538675641084
0.05911754232905905,0.28466113643356866,0.07693816277824189,0.0017047253231018183,0.5775784331360285
0.1613924566367638,0.3630805537584396,0.16038240775639295,0.1063977082692929,0.2087468735791108
0.14232988945874714,0.35772286866477876,0.12143525651315339,0.2221756744431984,0.15633631092012226
0.3156503663394456,0.12112880253351398,0.059800538909156105,0.014425898277525849,0.48899439394035826
0.3385374073265783,0.14391380561690745,0.08838616083335386,0.0011351838893687064,0.42802744233379153
0.18087156992942446,0.4421285567569834,0.1463796058254476,0.09018011343071103,0.1404401540574335
0.0435540494280814,0.02197454032198774,0.017648212499985053,0.721532686448313,0.19529051130163277
0.24316643961819875,0.3937442722358574,0.2083075431444442,0.016302275714337882,0.13847946928716148
0.2140695589481061,0.5283345725066543,0.1429868736406035,0.013779941816134136,0.10082905308850204
0.2671412679923588,0.3603557693597155,0.07521148009701582,0.0733913825744989,0.2239000999764107
0.33482930896250535,0.303100909375531,0.15566228689157138,0.006411769496161666,0.19999572527423054
0.3542849221575849,0.10927946158943809,0.10630604024018574,0.0002674087370994303,0.4298621672756919
0.17170402125168188,0.3495734066681335,0.1308879449247793,0.1642789086935657,0.18355571846183927
0.30613270182649255,0.29936708392175165,0.1769574032133383,0.007219002503118559,0.21032380853529886
0.10236645378033965,0.6435869895736076,0.13751289372519188,0.008554474129989003,0.10797918879087158
0.2908680108961843,0.4037114422724651,0.13481651387223964,0.015283627756196978,0.1553204052029138
0.3936751834032341,0.23747589773662095,0.2164363391964601,0.033054806312352226,0.11935777335133249
0.2628772860466929,0.2894115070285725,0.12185661065338431,0.02358710635200215,0.30226748991934804
0.20185397059081267,0.08933523201944255,0.3452877220245641,0.0027380952380952383,0.36078498012708543
0.36315163121413213,0.31641121142790163,0.13617280950517535,0.03228042492141358,0.1519839229313773
0.34491501985364864,0.2540132847266627,0.08388089370961657,0.004274343376943341,0.31291645833312864
0.18037401944251363,0.2674172148340268,0.11050023546576883,0.3530879028515399,0.08862062740615065
0.3485601931773582,0.3818885640054425,0.11422461638620245,0.04547763105044708,0.10984899538054976
0.21813218095220804,0.37213021332624985,0.2137410608578794,0.0577257906838867,0.13827075417977588
0.23849303759524054,0.36999078436673394,0.2287288523077687,0.025614594797439504,0.13717273093281715
0.146614295634376,0.43430616047179355,0.2507693313013963,0.11247374254624924,0.05583647004618502
0.19862740564896808,0.12839960628839273,0.40171899508195674,0.019490351753509647,0.2517636412271729
0.12557324797502747,0.03336631560875827,0.042678551233140155,0.6616449055078286,0.1367369796752455
0.22132932741629954,0.2287763093847132,0.23137489904690178,0.19629655527016152,0.12222290888192391
0.11460120557484334,0.08355380304023989,0.6485477929378728,0.018596413433386794,0.13470078501365723
0.16905309022710996,0.04392392919848521,0.6839390224673264,0.009666280566280567,0.09341767754079784
0.19332772908890355,0.33833838415186945,0.1123348478909942,0.18590672982929515,0.17009230903893757
0.38738054790606247,0.08023567802366076,0.1541558679135796,0.006192208904109589,0.37203569725258745
0.05923765795125744,0.04643113500460516,0.05217705941247352,0.6795108988607454,0.16264324877091824
0.2210223740950588,0.28802140560020506,0.12211887039072844,0.051323316247069185,0.3175140336669384
0.6745993223912474,0.12314660340679934,0.1279814364764762,0.004607932225335482,0.06966470550014149
0.09889269591758865,0.5207502017235172,0.32732688204903243,0.010275229357798166,0.0427549909520637
0.3090479940713063,0.3892010559244129,0.14654110929640154,0.006643344362450187,0.1485664963454288
0.09072944775589863,0.3328179385151702,0.08704793811799169,0.1383340333728474,0.3510706422380918
0.04367912146889846,0.28011396770043456,0.04422112251894232,0.04108841865344784,0.5908973696582767
0.16567527523126593,0.4105095483003505,0.07609609733228549,0.01769821556595604,0.3300208635701419
0.1713278599352098,0.5324747762203268,0.1041515613997816,0.0404887666950727,0.15155703574960888
0.05799855997529992,0.045210376613191106,0.026306818175415185,0.8373112455685948,0.033172999667499
0.34445801879950233,0.22066499977744525,0.26919863476266515,0.03926615180085098,0.12641219485953645
0.060866642757102005,0.32018782007981406,0.06459199606673156,0.04876839679564727,0.505585144300705
0.2805145775587382,0.23828935718722113,0.16351534193487732,0.12842287553657597,0.18925784778258714
0.25357383883335216,0.4146973808730231,0.15291076984664426,0.01851719621987503,0.1603008142271054
0.146283218287142,0.3445041998087304,0.17660756354093035,0.05505003302777285,0.2775549853354244
0.24077583708361414,0.26313915667618354,0.1293987370229669,0.004374507395900622,0.36231176182133495
0.47320736785099127,0.26451878453163336,0.11260269245818465,0.016556700035975966,0.13311445512321485
0.07161380323186067,0.040435369668646935,0.04573472888490044,0.7349280340539599,0.10728806416063201
0.15557344506172133,0.24752161840299433,0.34942427458096326,0.010542026243921112,0.23693863571040008
0.4080722250501062,0.2173892896438684,0.26969409080598916,0.012339270463020174,0.09250512403701615
0.33130507889479466,0.26436160390887875,0.17769983554444896,0.016021951408417955,0.21061153024345963
0.15725286460029597,0.17320046018884608,0.2976277339428376,0.038722811740101455,0.33319612952791877
0.6054577836242658,0.12714381661249155,0.08977975660876979,0.0007593508140289395,0.17685929234044387
0.22553400268333867,0.34443870987386677,0.12201643510859063,0.18643901446724648,0.12157183786695727
0.16047919748112535,0.5654585020935539,0.08049668299312727,0.004606268743989244,0.1889593486882042
0.056958198984646095,0.03608397357753192,0.015897937879300984,0.8346049329580167,0.05645495660050425
0.29361031606398186,0.2118828173933015,0.042298709356904614,0.17550239678811536,0.27670576039769673
0.3976948575070186,0.3214591978390709,0.11485624613140125,0.0260514430547069,0.13993825546780234
0.3745584264150843,0.056201243520740345,0.03819061652063879,0.3922059364916389,0.13884377705189774
0.11771948358537904,0.15167668389355696,0.12256949085732621,0.48199799988832903,0.12603634177540876
0.18074860601642745,0.30465968256150694,0.16961450057338953,0.004070154668723095,0.3409070561799529
0.17166969997816942,0.41749709965939197,0.10403058686117089,0.06883562468982875,0.23796698881143905
0.294043067212646,0.22174115885388399,0.3207026847968833,0.0459492664573405,0.11756382267924616
0.2006361596140474,0.21890565419006092,0.08238063691371987,0.005775923667408175,0.4923016256147635
0.09173875265212436,0.3424255033781807,0.19159342820229913,0.028205264622487725,0.34603705114490796
0.1117175475256737,0.14046818841079747,0.2838726007532952,0.00834162549024311,0.4556000378199903
0.4219013729144583,0.17903131169487263,0.24660511438934865,0.0013318032292341598,0.1511303977720861
0.20749287160160257,0.19918039089719008,0.06073091807912752,0.1217018164162772,0.41089400300580264
0.15828054614394976,0.30921429840030057,0.1268948297118298,0.2422020024949525,0.1634083232489672
0.20515242963874228,0.18055273138636374,0.17446204217997782,0.22460293412229618,0.21522986267261984
0.03664905034876571,0.002406898683226957,0.026034678635722282,0.07059616324535678,0.8643132090869282
0.2360465583637416,0.13603886147958236,0.11776423978080247,0.12726523074989043,0.38288510962598304
0.049569318906579805,0.03636297465577604,0.027038977035224235,0.8211909527441772,0.06583777665824249
0.3052025363536302,0.17542191199689486,0.08688221869992621,0.002723612497981234,0.4297697204515672
0.7793319834779169,0.020936545997983304,0.06613150404876404,0.0001940440621203664,0.1334059224132154
0.035574742060287955,0.09148145243649596,0.020603573703431723,0.7408074276373874,0.11153280416239707
0.3099125440917476,0.2011963640350949,0.11235177803063703,0.005016191261791751,0.37152312258072867
0.3771231504895363,0.45653575130227353,0.09654799184643638,0.015092916900595985,0.054700189461157914
0.11266723931858841,0.15563589749385973,0.28916711209753654,0.03144842815395749,0.411081322936058
0.30702572733105304,0.24325562398222572,0.31718610065972974,0.02131909574701823,0.11121345227997324
0.15343985588093534,0.12678512346790813,0.15897814551044254,0.43315746188609294,0.12763941325462097
0.9244532040352419,0.014684717861000623,0.026684578908126335,0.014501066137375822,0.019676433058255213
0.18436684017009736,0.2981347333750087,0.0964643501148645,0.02430420285768125,0.39672987348234817
0.21296735156987331,0.19322490783981425,0.09288308162885803,0.060302977343270295,0.4406216816181838
0.26976497125690874,0.15892894034666363,0.26938464196349565,0.01875040778052287,0.28317103865240917
0.22432316427991805,0.19630353287993266,0.09906319607608623,0.0072878499898452066,0.47302225677421783
0.05139068443244362,0.06284240405200521,0.0349423526894315,0.7026726106293366,0.148151948196783
0.9420024742160499,0.01125540347143224,0.018790045233110307,0.01015602767283254,0.017796049406574924
0.09659752200131734,0.4944049502061948,0.11769094390354289,0.04372207978851636,0.24758450410042865
0.04869708860784813,0.03263021428158297,0.058202867554597866,0.7838619564684915,0.07660787308747893
0.1435753585410192,0.6196389427156848,0.08952769311936154,0.010316696048368646,0.13694130957556594
0.08955582209906299,0.663924987933051,0.09172325906072355,0.018374016460921117,0.1364219144462414
0.07902870574629266,0.06507648398424866,0.019577668338511923,0.74793360183729,0.0883835400936566
0.15466282060581069,0.4141718439860435,0.15756280384442464,0.0854266565589981,0.188175875004723
0.34033728939726154,0.3139795732156431,0.13624969107388596,0.007521044584113033,0.2019124017290964
0.16171221463497434,0.39535638308752213,0.11085678748690851,0.06531224969620869,0.26676236509438644
0.5631176102775208,0.0725442208032676,0.1332618030491905,0.0007216634277945061,0.23035470244222644
0.1798893593609835,0.44153976360777764,0.14876496068510714,0.05667036933889371,0.17313554700723802
0.3562367047920801,0.295773682370558,0.1455359974753958,0.08362702073060539,0.11882659463136054
0.10768072927761514,0.15536603161507012,0.09711527156961414,0.5108231135026796,0.12901485403502105
0.10835683060137985,0.3167449912034769,0.2433799303940921,0.005223343048892954,0.3262949047521582
0.08081811417380498,0.04313371275167878,0.18880364898876995,0.003950002553322303,0.683294521532424
0.13432184291756216,0.17768096789545543,0.09533608026636285,0.09037624111470972,0.5022848678059098
0.0992809674925698,0.6716658778167658,0.09977698047452782,0.004305393711028307,0.12497078050510796
0.04406389156019196,0.02035395830772304,0.021910033316765967,0.8777502312662668,0.03592188554905214
0.45858860937989526,0.2606966487815889,0.1273780714562355,0.014770915182980125,0.1385657551993001
0.6040361978337299,0.14760447984568525,0.13602857811040914,0.0035313775423954797,0.10879936666778059
0.08431947349641529,0.04671026332139147,0.08509473567158095,0.021370473339036217,0.7625050541715761
0.12852829968166257,0.5557709199478749,0.14446109699113957,0.0042898109277802274,0.16694987245154272
0.17258805851927905,0.2977733410334532,0.21297396184519105,0.12788657512379828,0.18877806347827822
0.3802175994456157,0.19049544046822933,0.2334014810404207,0.06555380165459651,0.1303316773911378
0.27927585268517613,0.10443602269434604,0.20900413545142701,0.007322915792731633,0.3999610733763192
0.12474355381821191,0.5292540192457124,0.09424452008029383,0.0977605720255219,0.15399733483026
0.18816271952811417,0.14424347533351953,0.5189946535329547,0.073905671856838,0.07469347974857352
0.42172123786001525,0.1747815204275892,0.22920911104892522,0.017869758741165545,0.15641837192230468
0.4025241266330049,0.1298276494923079,0.3620076795317884,0.04641712307136168,0.05922342127153721
0.222444311179116,0.19142021280276986,0.20549786411906315,0.01915853057408347,0.36147908132496737
0.24585986730680764,0.10603461281289016,0.06051840013758377,0.1876622894611895,0.399924830281529
0.5967525559500475,0.135851841314488,0.14472418716415664,0.006780592641849283,0.11589082292945856
0.035096213881331814,0.057139383097832314,0.01542122112604915,0.776446996235112,0.11589618565967523
0.09791905772673877,0.585551745752714,0.11614355719345464,0.12095819071859695,0.07942744860849593
0.08131598147480126,0.17698044995095166,0.2880957051288903,0.00236977849660642,0.45123808494875023
0.16231146373973604,0.3034560513312816,0.1078726147540179,0.016975008783369206,0.4093848613915949
0.11269205807911951,0.388120952466055,0.22889049984512053,0.04830570540355697,0.22199078420614785
0.11222305221521274,0.12113196485014316,0.07080249188126066,0.5148808515207215,0.18096163953266198
0.0924828456491709,0.3801290891498122,0.2137973301432913,0.05965267146410841,0.2539380635936173
0.20119490502219772,0.3645229643372763,0.151887372183589,0.0861500012639673,0.19624475719296966
0.265378685950569,0.25423648264413057,0.32234488483180856,0.023157258189683807,0.13488268838380782
0.9229247534886494,0.013174449417445064,0.038572998178895625,0.0009940308403663027,0.024333768074643415
0.2603539249704641,0.38373831552975035,0.1362135954856006,0.08718925146932727,0.13250491254485736
0.18944173582489743,0.06442939360239558,0.2814640561273565,0.00775181938993617,0.4569129950554143
0.09460925015591502,0.21530328827240186,0.08123803413793054,0.33356914665171566,0.2752802807820371
0.3986713412718924,0.2715055779413703,0.12350184477104459,0.04377635140912045,0.1625448846065723
0.12220055095479475,0.33330266634812,0.2607577259853499,0.07367753814368075,0.21006151856805452
0.16729449469001534,0.05530919547499172,0.06872477717596694,0.057517030159330726,0.6511545024996954
0.3051183146471431,0.2744063695211952,0.09826901565995338,0.003796247156796557,0.3184100530149117
0.2679952685520261,0.07972120173533902,0.0982493128311104,0.05290113262325378,0.5011330842582709
0.14256662103439546,0.47427000625745386,0.24665709559393473,0.04689235482152055,0.08961392229269535
0.6372086229938074,0.10271163015407034,0.13008505611415855,0.006310919019161606,0.12368377171880192
0.3889824660799316,0.270751524184826,0.16956072321777305,0.02167789998774505,0.14902738652972408
0.10974293852367598,0.06075554375114175,0.11916325489866013,0.577084885746872,0.13325337707965024
0.0381156466784706,0.03818287133650776,0.0243531547059106,0.8087486115064172,0.09059971577269385
0.19850589217725612,0.283825934902537,0.14126500993610713,0.23507408319514667,0.141329079788953
0.92396704546529,0.02586760953834342,0.02357866662305343,0.003621065498180991,0.022965612875132036
0.794174397983468,0.05684340411504842,0.022997554714204182,0.01949975547911985,0.10648488770815931
0.10601812044965662,0.4867478014026087,0.102881069944026,0.11818815900143806,0.1861648492022707
0.04000348023495848,0.020472393287878244,0.022445716120730173,0.5886453270005171,0.32843308335591614
0.13903978875871392,0.10171160551333706,0.6872829753621484,0.005361242637670124,0.06660438772813032
0.04406178925115281,0.02911839967853953,0.027247189952487122,0.7840458464008939,0.11552677471692656
0.1708028423783115,0.4848050748846645,0.1295018894333782,0.023448503755653594,0.19144168954799232
0.4858093189961362,0.24515317810415127,0.15277256686628887,0.0039029692299878925,0.11236196680343605
0.1590529791689594,0.634975787002043,0.1122067738493709,0.012575976192034094,0.08118848378759273
0.40925249697727345,0.08000516484360755,0.20689641270538925,0.20323843700159486,0.10060748847213484
0.08165400616342659,0.1063495575266991,0.243959468513514,0.0035264456903991792,0.5645105221059614
0.10315207572005755,0.05294010840074996,0.025789942339658443,0.7350420385472011,0.08307583499233287
0.10969357615797425,0.05852820163009392,0.033510436920098786,0.7003420202856067,0.09792576500622639
0.13128264639869044,0.27498720485751604,0.06567746880739692,0.005896342161841378,0.5221563377745552
0.04338181676355504,0.034341122515318914,0.023051649884855387,0.8480622213149127,0.05116318952135821
0.10262505453845396,0.31280928237109573,0.12142278370448911,0.09483694863235075,0.3683059307536105
0.3152955228614345,0.2949134120753105,0.1865239820647939,0.009902523262100138,0.1933645597363609
0.22509520307079067,0.37276147577627533,0.1169511761107619,0.0837196645439281,0.2014724804982439
0.07640704515541957,0.03412931520983947,0.07827960241092956,0.6476125911861685,0.16357144603764298
0.08318639037639304,0.2800063632466259,0.4783706409094628,0.025344747817038403,0.1330918576504797
0.3886247322314899,0.29164889176742703,0.12848474731851986,0.12021531632767406,0.07102631235488925
0.23389484894732748,0.4100216988277726,0.18916667435268905,0.0799407527492781,0.08697602512293276
0.5583915980209619,0.14514930124535083,0.09437199508612887,0.056618622981928726,0.14546848266562945
0.5152942181858196,0.1444580333299653,0.16784462146166237,0.0025942223648365626,0.16980890465771625
0.2857776801585713,0.44530084123382996,0.1507375622824425,0.017387350563109423,0.1007965657620467
0.3451277403108328,0.15076075166625003,0.2774542730886497,0.03519565593951284,0.19146157899475447
0.14308130970487082,0.10406649352856624,0.05952925984490572,0.3568435601278017,0.33647937679385564
0.17369558022296036,0.3572613370294828,0.13813213741896457,0.03215018315018315,0.2987607621784092
0.3473337722901693,0.3341902861356179,0.137871587360308,0.007873982586275119,0.1727303716276294
0.033954419504067024,0.024509527021664614,0.027458108171141547,0.8463755528696383,0.06770239243348797
0.0952563961754667,0.6743126233369539,0.08968561034757315,0.008707000058666054,0.13203837008134042
0.12790887196983905,0.1522262596375924,0.18752396310778108,0.020293106809089426,0.5120477984756981
0.5215579339385956,0.1833528531624747,0.09070099654871316,0.03747357107434149,0.1669146452758749
0.3656749042041592,0.12913544592443563,0.35693000504740907,0.028190988983697828,0.12006865584029812
0.218224018279417,0.23805568015648107,0.25529038297103723,0.014640388637314554,0.27378952995575
0.09975051197057605,0.06104212143154647,0.018270341227432887,0.6996989958714748,0.12123802949896993
0.5852018302423189,0.15138731979184133,0.12022911790818559,0.01677072858439411,0.1264110034732598
0.7636765396246765,0.03120739145561109,0.09271573992930864,0.010608881754949171,0.1017914472354545
0.11928191459030849,0.13949652440797045,0.5929090574077259,0.05570501004923961,0.0926074935447556
0.1377366517989469,0.07791456848986598,0.30746985147806044,0.39172846755911483,0.08515046067401175
0.3595718371451455,0.3763724603917192,0.14376762775164212,0.010608104663044002,0.10967997004844916
0.11029027397966865,0.4544802236937036,0.11961902656661995,0.1478481565725597,0.16776231918744788
0.22302148006949274,0.45500137236609894,0.12886225609432544,0.04313200745513226,0.14998288401495052
0.15962970960957226,0.09968105442314013,0.1118082195307314,0.5614993296539739,0.06738168678258216
0.08145929763022185,0.3801198875788439,0.3623456750066182,0.04797559547154966,0.12809954431276624
0.34748068884620203,0.217905845646157,0.11572626698398385,0.10264826062263008,0.21623893790102688
0.13252966944774183,0.481991311611648,0.08978416388381197,0.09096065791332836,0.20473419714346974
0.14128506559837425,0.6373212881440472,0.08460379264500974,0.013138534680432785,0.12365131893213635
0.11236616617185366,0.6654777671767175,0.07955617075019213,0.00908539452905198,0.13351450137218468
0.411485903667264,0.29795341711653944,0.1517031437694528,0.008310984289643464,0.1305465511571002
0.45419910709475503,0.27183482223406175,0.1406927313872403,0.014871724188209444,0.11840161509573337
0.14949275472926188,0.20113339711610262,0.2426620465499879,0.21235565827296263,0.1943561433316849
0.42822437653404266,0.2117513506599512,0.12317902685820893,0.08383343006866184,0.15301181587913523
0.31117583297216345,0.3559171346364585,0.18743600030907934,0.029326085044996116,0.11614494703730255
0.24282254476832502,0.2901939446799732,0.28676295810691316,0.024360308628102883,0.15586024381668578
0.07107255846067011,0.30063865450290694,0.06427991830982492,0.04207691506260968,0.5219319536639884
0.020085866679388675,0.018373272933549286,0.008149166051773548,0.8843168265005572,0.06907486783473114
0.12326639777901593,0.5114501264702531,0.1533417244858616,0.047693201847444744,0.16424854941742456
0.12176700530482781,0.35650090826603625,0.09811453481731991,0.00467105867147404,0.418946492940342
0.3169294482457205,0.33810460233233214,0.11656376520014067,0.05458034191266363,0.17382184230914294
0.03843511871231327,0.11649682165263148,0.02689246697253825,0.3132433700707889,0.5049322225917283
0.11964745731946572,0.039085379347993665,0.12942023069169362,0.006640303358613219,0.7052066292822338
0.4428702162275351,0.2317017642957298,0.11831255994287464,0.01993405320364809,0.18718140633021224
0.3275325753260646,0.37640788408517895,0.10362204237134819,0.0072802779695297,0.18515722024787834
0.10154952754880324,0.09865011544089491,0.09914179606344989,0.618022732568137,0.08263582837871494
0.2775321203379458,0.2300138165776302,0.12725622469716585,0.24919145927730355,0.11600637910995446
0.4851060201177504,0.2970655555296304,0.12038143179842965,0.004746557769521414,0.09270043478466809
0.2191464598797584,0.39349319170502306,0.12700064166695912,0.14101293738587992,0.11934676936237955
0.36497733076102634,0.05966531316083746,0.3132301185340188,0.18425031576598072,0.0778769217781366
0.05322821901291153,0.04021267351780265,0.02351188091796557,0.8338944927313652,0.049152733819954796
0.22491956055843698,0.2387529252189373,0.2165921616559597,0.19094972189091705,0.12878563067574872
0.2813244836209035,0.4112246600259079,0.12131744736184064,0.014229257304372484,0.17190415168697534
0.10513092287769762,0.2609443834782068,0.06923205702877126,0.058550723530791986,0.5061419130845323
0.7612762242840929,0.0030625146394854374,0.011208953002860598,0.0018049155145929338,0.22264739255896804
0.3771266337554275,0.15377230807852496,0.2966872048973275,0.09796978431006713,0.07444406895865292
0.4877930964490562,0.25945686441930965,0.12503811337201015,0.012583364353333062,0.11512856140629077
0.19377378017422714,0.3102573855654524,0.20641845344313142,0.10967775055921006,0.17987263025797884
0.3387442558672192,0.23097422162368544,0.19172914688356724,0.05743123583972294,0.1811211397858052
0.026364736682211377,0.01496934329340589,0.043182840575393164,0.8883848458558975,0.02709823359309167
0.04077236813380246,0.0786063178468108,0.02533216780994689,0.7241792568440626,0.13110988936537715
0.2244829147195665,0.3360015150845068,0.13207121851224313,0.05176497103978037,0.25567938064390316
0.36120170692697334,0.21969356614366334,0.22528315949810235,0.054327241079396044,0.1394943263518649
0.42354609066401916,0.1692522883331974,0.2643351887077676,0.05115046399700545,0.09171596829801039
0.16179135717016138,0.25725318419261695,0.3782476974254631,0.04787662728894528,0.15483113392281314
0.12851954702246232,0.5733050278096217,0.20330033504002054,0.006917913465077739,0.08795717666281776
0.0354910087095603,0.019160336240986536,0.041067602673287185,0.8552502617511246,0.049030790625041155
