household_id,person_id,LONGDIST,main_mode_of_transport,international_trip,num_people_on_long_distance_trip,person_1_on_long_distance_trip,person_2_on_long_distance_trip,person_3_on_long_distance_trip,person_4_on_long_distance_trip,person_5_on_long_distance_trip,person_6_on_long_distance_trip,person_7_on_long_distance_trip,person_8_on_long_distance_trip,person_9_on_long_distance_trip,person_10_on_long_distance_trip,reason_for_travel,num_used_amtrak_last_year,num_used_intracity_bus_last_year,long_distance_trip,begin_trip_date,ENDTRIP,num_nights_away_from_home,trip_includes_weekend,date_of_most_recent_trip,farthest_census_division_traveled,farthest_census_region_traveled,great_circle_distance_traveled,airport_size,exit_census_division,great_circle_distance_longer_than_50_miles,num_adults_in_household,own_or_rent_home,metro_rail_status,census_division,census_region,hispanic,num_drivers_in_household,household_grouping,household_income,household_income_imputed,race,household_size,num_vehicles_in_household,LIF_CYC,metro_area_category,metro_area_size,travel_day_of_week,household_urban_classification,household_urban_size,household_urban_rural,travel_day_date,WRKCOUNT,household_stratum_id,person_weight_7_day,person_weight_5_day,person_weight_2_day,respondent_age,respondent_sex,worker_status,DRIVER,respondent_race,respondent_hispanic,proxy_respondent,education_level,respondent_sex_imputed
9000013002,01,1,01,01,2,01,01,02,02,-9,-9,-9,-9,-9,-9,02,0,0,02,202202,202202,3,02,202202,01,01,61.86879966,-1,-1,01,2,01,01,01,01,02,2,11,11,11,01,4,2,04,01,05,01,01,04,01,202202,1,1021,3938.688806,0,13363.8093550292,39,02,02,01,01,02,01,07,02
9000013002,02,1,03,01,2,01,01,02,02,-9,-9,-9,-9,-9,-9,02,0,0,02,202202,202202,3,02,202202,01,01,61.86879966,-1,-1,01,2,01,01,01,01,02,2,11,11,11,01,4,2,04,01,05,01,01,04,01,202202,1,1021,5409.5145725,0,19360.0949193166,42,01,01,01,01,02,02,07,01
9000013002,03,0,03,01,5,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,05,03,382.2113354,-1,-1,01,2,01,01,01,01,02,2,11,11,11,01,4,2,04,01,05,01,01,04,01,202202,1,1021,3013.5821629,0,7285.04499424843,8,-7,-1,-1,01,02,02,-1,01
9000013002,04,0,03,01,5,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,05,03,382.2113354,-1,-1,01,2,01,01,01,01,02,2,11,11,11,01,4,2,04,01,05,01,01,04,01,202202,1,1021,6214.1087396,0,27109.3368293983,5,-7,-1,-1,01,02,02,-1,01
9000013016,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,98.11853616,-1,-1,01,2,03,02,01,01,02,2,13,07,07,01,2,1,02,03,03,04,01,02,01,202202,2,1021,3183.4208104,4177.2344524,0,32,02,01,01,01,02,01,06,02
9000013016,02,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,98.11853616,-1,-1,01,2,03,02,01,01,02,2,13,07,07,01,2,1,02,03,03,04,01,02,01,202202,2,1021,3213.6809958,4010.8099954,0,41,01,01,01,01,02,02,04,01
9000013026,01,1,14,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,2,0,02,202201,202201,8,03,202201,02,01,258.6532184,-1,-1,01,1,03,01,01,01,02,1,11,10,10,01,1,0,01,01,05,03,01,04,01,202202,1,1021,7727.2668272,11702.30262,0,44,01,01,01,01,02,01,08,01
9000013039,01,0,01,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,57.43671906,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,4,1,06,01,04,05,01,04,01,202201,1,1021,12167.712239,12540.688961,0,38,01,01,01,01,02,01,06,01
9000013039,02,0,01,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,57.43671906,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,4,1,06,01,04,05,01,04,01,202201,1,1021,3815.3063067,4166.3276779,0,37,02,02,01,01,02,01,06,02
9000013039,03,0,01,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,57.43671906,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,4,1,06,01,04,05,01,04,01,202201,1,1021,5129.0065593,6449.2933442,0,12,01,-1,-1,01,02,02,-1,01
9000013039,04,0,01,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,57.43671906,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,4,1,06,01,04,05,01,04,01,202201,1,1021,5129.0065593,6449.2933442,0,9,01,-1,-1,01,02,02,-1,01
9000013041,01,1,14,02,13,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,202201,202201,7,03,202201,-1,-1,-1,04,02,-1,1,01,02,01,01,02,1,12,11,11,01,1,1,01,02,04,02,01,03,01,202201,1,1021,3206.3440947,4228.326233,0,37,01,01,01,01,02,01,06,01
9000013042,01,0,03,01,3,01,01,01,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,81.61784631,-1,-1,01,2,01,01,01,01,02,2,11,11,11,03,3,2,04,01,05,06,01,04,01,202202,2,1021,8214.7851122,11402.070828,0,59,01,01,01,03,02,01,08,01
9000013042,02,0,03,01,3,01,01,01,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,81.61784631,-1,-1,01,2,01,01,01,01,02,2,11,11,11,03,3,2,04,01,05,06,01,04,01,202202,2,1021,8253.3705035,11958.796757,0,38,02,01,01,03,02,01,08,02
9000013043,01,1,01,01,3,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,202201,202201,3,02,202201,05,03,1249.617289,-1,-1,01,1,02,01,01,01,02,1,11,06,06,01,1,1,09,01,05,03,01,04,01,202202,0,1021,3126.2567473,3322.2137679,0,73,01,02,01,01,02,01,07,01
9000013044,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,02,01,197.7685725,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,2,2,02,01,05,06,01,04,01,202202,2,1021,6200.5483379,7753.5122999,0,29,02,01,01,01,02,01,06,02
9000013044,02,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,02,01,197.7685725,-1,-1,01,2,03,01,01,01,02,2,11,07,07,01,2,2,02,01,05,06,01,04,01,202202,2,1021,6186.6282139,7499.1361754,0,30,01,01,01,01,02,02,06,01
9000013045,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,03,02,641.2434579,-1,-1,01,2,03,01,01,01,02,1,11,06,06,01,2,1,02,01,05,02,01,04,01,202202,2,1021,4550.7357038,5074.6649607,0,35,01,01,01,01,02,01,08,01
9000013045,02,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,03,02,641.2434579,-1,-1,01,2,03,01,01,01,02,1,11,06,06,01,2,1,02,01,05,02,01,04,01,202202,2,1021,5352.1059899,6406.7915608,0,34,02,01,02,01,02,02,08,02
9000013046,01,0,02,01,5,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,01,01,65.29039635,-1,-1,01,2,02,01,01,01,02,2,11,10,10,01,2,2,10,01,04,01,01,04,01,202201,0,1021,4939.4890059,0,26114.6555973155,67,01,02,01,01,02,01,06,01
9000013046,02,0,01,01,2,-9,01,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,01,01,65.29039635,-1,-1,01,2,02,01,01,01,02,2,11,10,10,01,2,2,10,01,04,01,01,04,01,202201,0,1021,4950.6030243,0,23380.9601769687,66,02,02,01,01,02,01,06,02
9000013048,01,0,01,01,2,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,01,01,108.5342672,-1,-1,01,1,03,02,01,01,01,0,13,02,02,97,1,0,01,03,03,03,02,06,01,202202,0,1021,24668.576571,37125.980913,0,40,02,02,02,97,01,01,02,02
9000013068,01,2,03,01,5,01,01,01,01,01,-1,-1,-1,-1,-1,03,0,0,01,202202,202202,0,03,202202,01,01,72.1109876481388,-1,-1,01,2,01,02,01,01,02,2,12,10,10,01,5,2,04,02,04,01,04,06,02,202202,1,1022,7222.0552078,0,9919.21902310849,41,01,01,01,01,02,01,06,01
9000013068,02,2,03,01,5,01,01,01,01,01,-1,-1,-1,-1,-1,03,0,0,01,202202,202202,0,03,202202,01,01,72.1109876481388,-1,-1,01,2,01,02,01,01,02,2,12,10,10,01,5,2,04,02,04,01,04,06,02,202202,1,1022,5258.4067613,0,6846.99907350871,40,02,02,01,01,02,02,06,02
9000013068,03,2,03,01,5,01,01,01,01,01,-1,-1,-1,-1,-1,03,0,0,01,202202,202202,0,03,202202,01,01,72.1109876481388,-1,-1,01,2,01,02,01,01,02,2,12,10,10,01,5,2,04,02,04,01,04,06,02,202202,1,1022,8296.2409626,0,13889.5728922136,6,01,-1,-1,01,02,02,-1,01
9000013081,01,1,03,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,0,03,202201,01,01,49.32880182,-1,-1,02,2,02,02,01,01,02,2,13,06,06,01,2,3,10,03,03,05,04,06,02,202202,1,1022,8587.3454654,21846.499596,0,62,02,02,01,01,02,01,03,02
9000013081,02,1,03,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,0,03,202201,01,01,49.32880182,-1,-1,02,2,02,02,01,01,02,2,13,06,06,01,2,3,10,03,03,05,04,06,02,202202,1,1022,12170.25658,29329.945733,0,60,01,01,01,01,02,01,03,01
9000013083,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,08,04,2366.797159,-1,-1,01,2,02,01,01,01,02,2,11,07,07,03,2,2,10,01,05,06,04,06,02,202202,0,1021,3572.8653771,4318.0733071,0,66,02,02,01,03,02,01,07,02
9000013083,02,0,14,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,08,04,2366.797159,-1,-1,01,2,02,01,01,01,02,2,11,07,07,03,2,2,10,01,05,06,04,06,02,202202,0,1021,3564.844356,4176.4065745,0,67,01,02,01,03,02,01,07,01
9000013086,01,2,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,0,03,202201,01,01,44.79539563,-1,-1,02,2,02,02,01,01,02,2,12,06,06,01,2,2,10,02,04,01,01,03,01,202201,0,1021,17235.847885,0,119470.625627725,75,01,02,01,01,02,01,03,01
9000013086,02,2,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,0,03,202201,01,01,44.79539563,-1,-1,02,2,02,02,01,01,02,2,12,06,06,01,2,2,10,02,04,01,01,03,01,202201,0,1021,9430.660727,0,58273.941248902,73,02,02,01,01,02,01,03,02
9000013099,01,0,14,02,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,15,0,02,-9,-9,-9,-9,-9,-1,-1,-1,02,01,-1,2,01,01,01,01,02,2,11,11,11,01,2,2,02,01,04,04,01,04,01,202202,2,1021,6390.1741454,8505.5352725,0,38,01,01,01,01,02,01,06,01
9000013099,02,0,14,02,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,02,2,0,02,-9,-9,-9,-9,-9,-1,-1,-1,02,01,-1,2,01,01,01,01,02,2,11,11,11,01,2,2,02,01,04,04,01,04,01,202202,2,1021,3288.328628,5180.679913,0,32,02,01,01,01,02,02,07,02
9000013104,01,0,01,01,2,01,01,02,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,118.4037555,-1,-1,01,3,01,01,01,01,02,3,13,06,06,02,3,3,02,03,03,03,01,03,01,202202,0,1021,21226.894778,28051.873102,0,50,01,02,01,02,02,01,04,01
9000013104,02,0,01,01,2,01,01,02,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,117.4029414,-1,-1,01,3,01,01,01,01,02,3,13,06,06,02,3,3,02,03,03,03,01,03,01,202202,0,1021,21274.656014,29003.412933,0,51,02,02,01,02,02,01,05,02
9000013104,03,0,01,01,1,02,02,01,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,-9,-9,-9,-1,-1,-9,3,01,01,01,01,02,3,13,06,06,02,3,3,02,03,03,03,01,03,01,202202,0,1021,29707.947501,40142.772587,0,22,02,02,01,02,02,01,03,02
9000013122,01,0,01,01,2,01,01,02,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,05,03,447.3759328,-1,-1,01,3,01,02,01,01,02,3,13,11,11,01,3,2,10,03,03,07,04,06,02,202203,2,1021,15495.302694,0,53610.8405179422,69,02,01,01,01,02,01,06,02
9000013122,02,0,01,01,2,01,01,02,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,05,03,447.3759328,-1,-1,01,3,01,02,01,01,02,3,13,11,11,01,3,2,10,03,03,07,04,06,02,202203,2,1021,13989.768341,0,49538.1052192952,74,01,02,01,01,02,02,07,01
9000013122,03,1,01,01,2,-9,-9,01,-9,-9,-9,-9,-9,-9,-9,02,0,0,02,202203,202203,6,03,202203,05,03,447.3759328,-1,-1,01,3,01,02,01,01,02,3,13,11,11,01,3,2,10,03,03,07,04,06,02,202203,2,1021,9628.0421235,0,21282.8882692999,33,02,01,01,01,02,02,07,02
9000013145,01,0,01,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,60.73970121,-1,-1,01,1,02,01,01,01,02,1,11,06,06,01,1,1,01,01,04,07,01,04,01,202202,1,1021,22699.392354,0,131559.49913614,57,02,01,01,01,02,01,05,02
9000013148,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,02,01,185.5559474,-1,-1,01,2,01,02,01,01,02,2,13,06,06,01,2,2,10,03,02,06,04,06,02,202202,0,1022,2071.0653552,4249.8993525,0,69,01,02,01,01,02,01,06,01
9000013148,02,1,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,02,01,185.5559474,-1,-1,01,2,01,02,01,01,02,2,13,06,06,01,2,2,10,03,02,06,04,06,02,202202,0,1022,2052.6222769,4417.7163333,0,62,02,02,01,01,02,01,05,02
9000013158,01,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,02,02,01,01,02,2,12,05,05,01,2,2,10,02,04,04,04,06,02,202202,0,1021,12181.077229,15041.585637,0,86,01,02,01,01,02,01,03,01
9000013158,02,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,02,02,01,01,02,2,12,05,05,01,2,2,10,02,04,04,04,06,02,202202,0,1021,12208.485067,15551.807104,0,81,02,02,01,01,02,01,03,02
9000013164,01,0,01,01,2,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,59.10326621,-1,-1,01,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,7467.3287925,8707.2722393,0,40,01,02,01,01,02,01,04,01
9000013164,02,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,11257.434162,12510.036931,0,33,01,02,02,01,02,01,04,01
9000013164,03,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,2740.5410126,3250.7842741,0,41,01,02,01,01,02,01,04,01
9000013164,04,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,2740.5410126,3250.7842741,0,41,01,02,02,01,02,01,04,01
9000013164,05,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,13568.33939,16771.857748,0,38,01,01,02,01,02,01,03,01
9000013164,06,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,3450.2526955,4235.8335483,0,31,01,02,02,01,02,01,02,01
9000013164,07,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,2613.7989892,3160.0927661,0,30,01,02,02,01,02,01,04,01
9000013164,08,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,03,02,01,01,02,2,13,05,05,01,8,1,02,03,01,03,01,01,01,202202,1,1021,3450.2526955,4235.8335483,0,33,01,02,02,01,02,01,03,01
9000013165,01,1,01,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,202201,202201,0,03,202201,01,01,25.57993387,-1,-1,02,1,03,01,01,01,02,1,11,05,05,02,1,3,01,01,05,01,01,04,01,202201,1,1021,11618.689562,0,63412.3717630795,35,01,01,01,02,02,01,05,01
9000013167,01,0,04,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,42.79630665,-1,-1,02,3,01,01,01,01,02,3,11,08,08,01,4,2,04,01,05,02,01,04,01,202202,2,1021,5096.5772714,6335.1967987,0,64,02,02,01,01,02,01,06,02
9000013167,02,0,04,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,42.79630665,-1,-1,02,3,01,01,01,01,02,3,11,08,08,01,4,2,04,01,05,02,01,04,01,202202,2,1021,12334.181333,16345.825421,0,34,01,01,01,01,02,02,04,01
9000013167,03,0,04,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,42.79630665,-1,-1,02,3,01,01,01,01,02,3,11,08,08,01,4,2,04,01,05,02,01,04,01,202202,2,1021,12361.933661,16900.287645,0,33,02,01,01,01,02,02,05,02
9000013183,01,0,02,01,2,01,02,01,02,02,02,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,01,01,19.17908314,-1,-1,02,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,33864.053572,42220.470902,0,32,02,01,01,01,02,01,05,02
9000013183,02,0,02,01,6,01,01,01,01,01,01,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,04,02,1284.518569,-1,-1,01,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,28793.592271,33441.815966,0,40,01,01,01,01,02,01,05,01
9000013183,03,0,03,01,2,01,02,01,02,02,02,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,01,01,19.17908314,-1,-1,02,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,38099.460052,41065.159658,0,12,01,-1,-1,01,01,02,-1,01
9000013183,04,0,02,01,6,01,01,01,01,01,01,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,04,02,1284.518569,-1,-1,01,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,38099.460052,41065.159658,0,11,01,-1,-1,01,01,02,-1,01
9000013183,05,0,02,01,6,01,01,01,01,01,01,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,04,02,1284.518569,-1,-1,01,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,38099.460052,41065.159658,0,9,01,-1,-1,01,01,02,-1,01
9000013183,06,0,02,01,6,01,01,01,01,01,01,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,04,02,1284.518569,-1,-1,01,2,01,02,01,01,02,2,13,07,07,01,6,2,06,03,03,05,01,02,01,202203,2,1021,38099.460052,41065.159658,0,7,01,-1,-1,01,01,02,-1,01
9000013206,01,1,01,01,1,01,02,02,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,1,03,202201,01,01,18.20567595,-1,-1,02,1,03,01,01,01,01,1,11,04,04,01,3,1,05,01,05,03,01,04,01,202202,1,1021,15176.061189,21570.910903,0,30,02,01,01,01,01,01,04,02
9000013206,02,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,03,01,01,01,01,1,11,04,04,01,3,1,05,01,05,03,01,04,01,202202,1,1021,13837.877616,19260.671494,0,6,01,-1,-1,01,01,02,-1,01
9000013206,03,0,01,01,1,02,02,01,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,01,01,18.20567595,-1,-1,02,1,03,01,01,01,01,1,11,04,04,01,3,1,05,01,05,03,01,04,01,202202,1,1021,13837.877616,19260.671494,0,12,01,-1,-1,01,01,02,-1,01
9000013216,01,3,01,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,-9,-9,-9,202201,01,01,32.22377999,-1,-1,02,1,01,01,01,01,02,1,11,09,09,01,1,1,01,01,05,02,01,04,01,202201,1,1021,2816.2998547,3468.7435083,0,59,01,01,01,01,02,01,06,01
9000013237,01,6,12,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,01,0,0,02,202201,202202,2,03,202202,02,01,76.74520278,-1,-1,01,2,01,02,01,01,02,2,13,11,11,01,2,2,02,03,01,07,04,06,02,202202,2,1022,47322.692653,0,80314.6448610966,53,01,01,01,01,02,01,07,01
9000013237,02,10,-9,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1,-1,-9,2,01,02,01,01,02,2,13,11,11,01,2,2,02,03,01,07,04,06,02,202202,2,1022,47322.692653,0,80314.6448610966,54,01,01,01,01,02,02,06,01
9000013246,01,1,01,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,0,03,202201,01,01,38.35250398,-1,-1,02,1,01,02,01,01,02,1,13,11,11,01,1,1,01,03,01,05,02,06,01,202202,1,1022,8488.5255377,25985.498654,0,55,02,01,01,01,02,01,08,02
9000013255,01,4,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202202,202202,0,03,202202,01,01,31.16305946,-1,-1,02,2,02,02,01,01,02,2,13,07,07,01,2,2,10,03,01,01,01,01,01,202202,0,1022,5505.5103688,0,5543.73138046312,74,02,02,01,01,02,01,05,02
9000013255,02,4,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202202,202202,0,03,202202,01,01,31.16305946,-1,-1,02,2,02,02,01,01,02,2,13,07,07,01,2,2,10,03,01,01,01,01,01,202202,0,1022,5914.5881069,0,6443.0472733981,75,01,02,01,01,02,02,07,01
9000013256,01,1,03,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,202201,202201,5,02,202201,01,01,142.1002092,-1,-1,01,1,01,02,01,01,02,1,14,09,09,01,1,1,09,04,06,02,04,06,02,202202,0,1022,2568.6621329,6837.0881931,0,77,02,02,01,01,02,01,07,02
9000013265,01,1,01,01,1,01,02,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,202211,202211,0,03,202211,01,01,83.64110855,-1,-1,01,2,01,02,01,01,02,2,14,05,05,01,2,2,10,04,06,04,04,06,02,202211,0,1022,3055.9383146,7152.3991278,0,78,01,02,01,01,02,01,05,01
9000013265,02,0,01,02,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,-1,-1,-1,-9,01,-1,2,01,02,01,01,02,2,14,05,05,01,2,2,10,04,06,04,04,06,02,202211,0,1022,3062.8142798,7395.0136809,0,75,02,02,01,01,02,02,05,02
9000013267,01,0,01,01,1,01,-9,-9,-9,-9,-9,-9,-9,-9,-9,04,0,0,02,-9,-9,-9,-9,-9,01,01,140.1773095,-1,-1,01,1,03,02,01,01,02,1,13,04,04,01,1,1,09,03,01,04,04,06,02,202202,0,1022,1271.2523483,2655.3879426,0,66,01,02,01,01,02,01,06,01
9000013268,01,0,03,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,02,01,42.26605829,-1,-1,02,2,01,02,01,01,02,2,13,06,06,01,4,2,06,03,01,01,02,06,01,202202,2,1022,7552.2401847,0,13776.8822760002,40,02,01,01,01,02,01,04,02
9000013268,02,4,04,01,1,02,01,02,02,-9,-9,-9,-9,-9,-9,01,0,0,02,202202,202202,5,02,202202,02,01,191.5448121,-1,-1,01,2,01,02,01,01,02,2,13,06,06,01,4,2,06,03,01,01,02,06,01,202202,2,1022,9946.6865426,0,20605.88809597,43,01,01,01,01,02,02,03,01
9000013268,03,0,03,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,02,01,42.26605829,-1,-1,02,2,01,02,01,01,02,2,13,06,06,01,4,2,06,03,01,01,02,06,01,202202,2,1022,7307.0914297,0,17162.3674410867,7,02,-1,-1,01,02,02,-1,02
9000013268,04,0,03,01,4,01,01,01,01,-9,-9,-9,-9,-9,-9,02,0,0,02,-9,-9,-9,-9,-9,02,01,42.26605829,-1,-1,02,2,01,02,01,01,02,2,13,06,06,01,4,2,06,03,01,01,02,06,01,202202,2,1022,7307.0914297,0,17162.3674410867,6,02,-1,-1,01,02,02,-1,02
9000013269,01,0,01,01,2,01,01,-9,-9,-9,-9,-9,-9,-9,-9,03,0,0,02,-9,-9,-9,-9,-9,02,01,124.2002396,-1,-1,01,2,02,02,01,01,02,2,13,06,06,01,2,2,10,03,01,06,01,03,01,202202,0,1022,2733.3289781,5956.3275804,0,68,01,02,01,01,02,01,07,01
