SVM_0,SVM_1,SVM_2,SVM_3,SVM_4
0.12756225001444316,0.2650362822742374,0.16744821405844873,0.2768733376172251,0.1630799160356456
0.28894013840291727,0.19837802811718191,0.17683701974952337,0.0038425736856694103,0.33200224004470824
0.49063095148275016,0.13414407003115603,0.1437438876220051,0.03086621994354481,0.2006148709205439
0.13974957689008138,0.5253135293708522,0.13858247413940858,0.004712328510335844,0.19164209108932176
0.41387854170480604,0.33218786591772476,0.11552297303395125,0.027927967693686155,0.11048265164983188
0.11263992745206068,0.45101074899296945,0.14768173742686888,0.0845917397759303,0.204075846352171
0.17396672735953592,0.0341794929335762,0.057016431788998775,0.648961305359467,0.0858760425584221
0.19385839515236028,0.16938489405851806,0.05385812429032554,0.0015650200358002793,0.5813335664629958
0.23045851568202966,0.34739214736259433,0.043870508794072345,0.0011680922804234665,0.3771107358808799
0.30801672083397424,0.3564770538726314,0.14115663317050112,0.014543691450178293,0.17980590067271515
0.4781295792437597,0.1840166198347347,0.07586309505953746,0.0596947986212016,0.2022959072407664
0.07580709649165415,0.41005863860714553,0.031445443691503004,0.0027716899890740405,0.4799171312206234
0.35666762035140753,0.34340999508836567,0.16982946740544935,0.007377458093678345,0.12271545906109882
0.43405129317088004,0.32437773711198253,0.11613995439795272,0.0035036343914376313,0.12192738092774724
0.2407341046051874,0.13506799127752273,0.3133626351439018,0.23066443221074162,0.08017083676264623
0.09422229377506543,0.06197485011239403,0.492229835484153,0.019119855196997423,0.3324531654313907
0.5665551351534219,0.1284927961268143,0.1362630409091041,0.00923431098528536,0.15945471682537454
0.5458358884199728,0.10134630835058155,0.11890794320044658,0.018257128177926584,0.2156527318510725
0.6450328187465876,0.00805715708842687,0.2403611618876261,0.07515220827883323,0.03139665399852643
0.31974703969708584,0.09051927471851338,0.04940939600583634,0.3707134203013858,0.16961086927717872
0.24183183636885863,0.18605938467317842,0.3133514889451324,0.0027967354308142942,0.2559605545820163
0.42670389528687264,0.17589552739302738,0.1903080982635844,0.051137151483641285,0.15595532757287447
0.30692887784434586,0.12759733050130434,0.046780692788012695,0.0032785275816459196,0.5154145712846911
0.16996694323997802,0.4702349733850607,0.1535126618659533,0.015446273326031242,0.19083914818297712
0.5374159760192679,0.04836097162427433,0.060578252830797194,0.008667541183132425,0.3449772583425283
0.07659427247646848,0.5341646118526724,0.07518553113405307,0.06694381576764237,0.24711176876916377
0.05017216179127559,0.6448799458909875,0.05286535604110029,0.001278779811676906,0.25080375646495984
0.30031497422784365,0.2702149665352393,0.1595563068938707,0.08020552852983863,0.18970822381320782
0.05941796049052083,0.26425035363911537,0.10477782291537407,0.3457294782556765,0.22582438469931365
0.27729720199156227,0.25483009399030515,0.03944963846285736,0.0053299171620908295,0.4230931483931845
0.3387456594983849,0.1275344529724851,0.11975156872021646,0.08123170285053558,0.33273661595837783
0.7585400085620204,0.021435046736613023,0.12996560961329776,0.0490406955941127,0.04101863949395615
0.42499337032549483,0.04744462242373755,0.2351898347657373,0.016142967216415314,0.2762292052686152
0.1151945986873959,0.014837175081188229,0.029401230605366206,0.7290632834427092,0.11150371218334063
0.31428035522360204,0.22079750111399868,0.2948989181890185,0.023479269711665793,0.1465439557617155
0.13259575639735835,0.4235048412590107,0.03162934532650287,0.010673597885425282,0.4015964591317028
0.19743997635785854,0.20106675132583127,0.15092046325554045,0.31793363553997145,0.132639173520798
0.039113939488544844,0.25564425622234693,0.14229310220815183,0.039295436453439046,0.5236532656275171
0.7485587472296672,0.028606798617277527,0.0501722394689164,0.0010228164328831683,0.17163939825125588
0.4841540510589963,0.13088196661865922,0.12381893462455763,0.03241946276924141,0.22872558492854564
0.13807988038964672,0.4607591977566718,0.2315617769477556,0.0030839488366261273,0.1665151960693001
0.46245655965485505,0.1538451171072935,0.07403727240280022,0.0013582509155868165,0.3083027999194639
0.3090629185935756,0.17720073247150803,0.32028139850713333,0.03601742153085683,0.15743752889692642
0.12911335027664883,0.040181029623703506,0.02301983583456621,0.11395050773858202,0.6937352765264994
0.11743232747966305,0.15214611905144423,0.026512155033053087,0.0006347412498187438,0.7032746571860207
0.12250707625431208,0.07849479308038003,0.3403430265401838,0.0014187206496988573,0.45723638347542533
0.6773417939158679,0.04518066553585681,0.1130840942226218,0.019110101222677305,0.1452833451029762
0.615642852988317,0.13847537489694348,0.07125963259385437,0.00046000366429854614,0.1741621358565869
0.13919943946153346,0.5392861479733077,0.05066736730285892,0.004894141290880722,0.26595290397141924
0.239849628952635,0.32066744964187427,0.2321203125933011,0.027550350193851027,0.17981225861833872
0.34407427193413403,0.34814013894655876,0.13988897070731102,0.006852238136776984,0.16104438027521942
0.007564472259028759,0.005180229866558721,0.0048349982118786215,0.9523119853691376,0.030108314293396485
0.626828102253257,0.14088534819868173,0.10968269900928017,0.034227872169069064,0.08837597836971195
0.27798175662509605,0.39932389143026803,0.16196039910485496,0.050413768789005005,0.11032018405077584
