NN_0,NN_1,NN_2,NN_3,NN_4
0.013310977,0.5952975,0.001762551,6.4752444e-06,0.3896225
0.550427,0.18530785,0.24611248,0.0076958407,0.010456849
0.32605022,0.36031663,0.2900302,0.0030072606,0.020595694
0.013016122,0.0031109946,0.001555343,0.92620164,0.056116
0.44692773,0.2269065,0.30403736,0.0020186629,0.020109793
0.35447785,0.4483353,0.14826976,0.032406364,0.01651082
0.6008298,0.23630258,0.040456727,0.0024695983,0.11994132
0.028653163,0.036809955,0.54059017,0.072678365,0.3212684
0.0037138397,0.50856084,8.319129e-08,3.4239994e-07,0.48772487
0.014230167,0.64767253,2.8434155e-07,1.4980325e-06,0.33809555
0.40244293,3.9387225e-05,0.069990896,0.0003175893,0.5272092
0.045103274,0.0050020055,0.0014456448,0.85940176,0.0890473
0.5243996,0.00011348383,0.07580189,3.6798316e-05,0.3996483
0.19366384,0.013567108,0.019761799,0.2141276,0.5588797
0.15629648,0.067828454,0.7559343,0.00167595,0.018264841
0.20487933,6.7533438e-06,0.31698632,7.844487e-05,0.47804913
0.21913315,0.013106275,0.0043612383,0.66455275,0.09884653
0.9920845,0.00078866613,0.004755773,0.00010783782,0.0022632834
0.15466945,0.07559524,0.6749186,0.082130134,0.012686606
0.010302196,0.6063715,3.8607283e-07,1.025547e-06,0.38332492
0.008638035,0.5710357,3.0942323e-07,1.0788042e-06,0.42032492
0.049506176,0.0072279437,0.0058033727,0.80480826,0.13265428
0.3531369,0.0032965553,0.09232108,0.54313296,0.008112485
0.34842613,0.121236905,0.47934136,0.0002067042,0.05078882
0.028299343,0.0051005594,0.0020724654,0.87383634,0.09069125
0.6045798,0.27796108,0.10386611,0.0033079272,0.010285086
0.49004135,0.00036449017,0.036415767,0.020056045,0.45312238
0.06671549,0.5022804,0.014845923,3.8455455e-05,0.41611972
0.069782205,0.012466629,0.0072444067,0.57208437,0.33842245
0.12279552,3.789686e-06,0.5273905,3.8745184e-05,0.3497714
0.021929704,0.4266828,0.044531554,2.6822852e-05,0.50682914
0.22869575,0.56297314,0.18215105,0.017895462,0.0082845995
0.0029204504,0.5224321,0.004204227,2.2795562e-05,0.47042048
0.4782015,0.00036203573,0.0006002737,3.9669104e-08,0.5208361
0.48722044,0.2603996,7.905091e-06,1.7727284e-07,0.2523719
0.024395123,0.6228353,7.542201e-07,1.8323346e-06,0.352767
0.068427265,0.011100663,0.01332854,0.22574027,0.6814032
0.04057718,3.4477607e-06,0.8786423,7.098709e-06,0.08077
0.010635274,0.7915645,4.1248998e-07,5.319199e-07,0.19779927
0.02491317,0.44951254,6.7838175e-07,5.8861036e-07,0.525573
0.54701996,0.28340504,0.13926941,0.0015979953,0.028707566
0.54943424,0.104975075,5.2497785e-06,1.3885075e-07,0.3455853
0.18016301,0.2396688,0.4307041,0.14322032,0.006243784
0.3448185,0.28584972,0.32950914,0.0030181755,0.036804494
0.04465969,0.6791866,0.014791504,3.9227252e-05,0.26132306
0.010970403,0.53791815,2.6101696e-07,9.729592e-07,0.45111015
0.27485496,0.20136382,0.49551237,0.0069149905,0.021353826
0.49392432,0.22128493,0.027864782,0.00039724715,0.2565287
0.08452433,0.019548908,0.5466368,7.922268e-05,0.34921068
0.5605399,0.31516767,0.105973534,0.0036299296,0.014688973
0.47201473,0.21362586,0.016142696,0.00030785002,0.29790887
0.4625486,0.25851926,0.13750085,0.13136475,0.010066512
0.5111665,0.33765745,0.13085449,0.0024607563,0.017860763
0.21095872,0.37982342,0.382364,0.013079926,0.013773939
0.2975985,0.2935352,0.36118266,0.0102859065,0.037397753
0.3030235,0.3713471,0.3010265,0.013413638,0.011189226
0.34565443,0.12735899,0.51942474,0.00021802165,0.0073438077
0.07997984,0.0022263352,0.010029311,0.9051669,0.0025976878
0.16581497,0.06553143,0.6534927,0.087944,0.02721691
0.023213215,0.3464994,0.2109396,0.00010777662,0.41924006
0.15552524,0.06930727,0.7668599,0.0008722675,0.0074353926
0.28715125,0.30334857,0.2741275,0.118633404,0.016739294
0.31556007,0.2080049,3.904411e-06,6.9631206e-08,0.4764311
0.04329762,0.0066766096,0.0024504247,0.8475161,0.100059174
0.5590293,0.00018829468,0.015714543,0.007260986,0.41780692
0.79607683,0.07379312,0.01956131,2.5277932e-05,0.11054338
0.19658776,0.06450242,0.72376156,0.00016887249,0.014979383
0.4821089,0.34708852,0.12995227,0.0023119517,0.038538393
0.0020595472,0.45900622,0.0112245465,7.873343e-05,0.5276309
0.008649182,0.6049192,0.012575931,5.3700398e-05,0.37380192
0.0099753905,0.44444567,2.4586842e-07,3.7485952e-07,0.5455783
0.029873136,0.62967557,0.004732194,0.00010392351,0.33561522
0.047013707,0.0012839336,0.0042715603,0.9468341,0.00059679995
0.37972876,0.19525251,0.40345317,0.008678762,0.012886819
0.015779436,0.56629944,0.0055588027,2.9168887e-05,0.41233325
0.53683454,0.00015644818,0.017926894,0.009198342,0.43588367
0.06064893,1.2456526e-06,0.63078177,1.31774905e-05,0.3085549
0.003652883,0.5446244,1.4991186e-07,3.7746503e-07,0.4517222
0.004922289,0.31049684,1.8807724e-07,4.0705459e-07,0.6845803
0.71558577,0.15792821,0.028853515,0.00045483914,0.09717764
0.0917431,0.0045373244,0.03679932,0.8660814,0.0008388277
0.2907303,0.056820095,0.6401272,0.0003123247,0.012010138
0.24547637,0.10073237,0.5286529,0.009999986,0.115138404
0.5498149,0.26298663,0.13070099,0.001449734,0.055047743
0.012088151,0.2963614,0.11726019,6.566955e-05,0.5742246
0.86646885,0.030639797,1.0655221e-05,2.437875e-08,0.10288062
0.2711465,0.109098345,0.54341257,0.07038081,0.005961799
0.03938185,0.6438722,0.0022394345,2.399018e-05,0.31448254
0.061354022,0.0025016281,0.013718869,0.92059225,0.0018332263
0.09125944,0.007242051,0.004496524,0.82763875,0.06936328
0.6722851,4.5992994e-05,0.010849188,0.0013648709,0.3154549
0.15824224,0.012006534,0.017258143,0.25863284,0.5538602
0.1551893,0.038747344,0.23174286,0.56631845,0.008002055
0.014365997,0.771516,1.222236e-06,4.1902402e-07,0.21411632
0.27405268,0.5012552,0.18793252,0.018510107,0.018249517
0.12080832,0.040028274,0.81595093,0.0016667362,0.021545684
0.066662356,5.2961636e-06,0.79668534,6.6808952e-06,0.13664035
0.0076996908,0.2912877,0.023720264,8.205893e-06,0.6772841
0.061950434,0.025896087,0.6999847,0.0051127183,0.20705608
0.4087774,0.25649452,0.034866814,0.00030393252,0.2995574
0.0036828162,0.12315813,7.859659e-08,5.069734e-07,0.8731584
0.31539723,0.39562762,0.22786354,0.04448574,0.016625846
0.02264865,0.50277925,0.016695967,0.0005109774,0.45736516
0.05335932,0.009137789,0.013356506,0.44076702,0.48337936
0.4751999,9.572395e-05,0.007611159,0.05181847,0.46527475
0.031601917,0.0057686022,0.0026604328,0.8521761,0.10779302
0.48706394,0.21335141,0.020001886,0.00033845226,0.27924427
0.90988123,0.0012926894,7.0774445e-06,1.607458e-08,0.088819005
0.029413309,0.005462489,0.0035059557,0.85511833,0.10649992
0.3619144,0.35818842,0.25791204,0.0016141523,0.02037101
0.66877586,0.13622402,0.1673437,0.0016143615,0.026042085
0.07679768,0.016811484,0.43705636,0.009176738,0.46015772
0.38620657,0.07197513,0.515073,0.013799337,0.012945971
0.28178322,0.0022607716,0.102574885,0.044436052,0.56894505
0.9839553,0.0012982407,0.011743602,0.000110398134,0.002892445
0.011952157,0.54464805,0.0028474208,1.1663402e-05,0.44054073
0.5579389,0.00010260175,0.012083303,0.008305434,0.42156985
0.054893035,2.7851138e-06,0.7066387,6.7147907e-06,0.23845875
0.0057580275,0.3783173,1.9830941e-07,8.307741e-07,0.6159236
0.036649905,0.0065652663,0.003330842,0.82567674,0.12777731
0.9972746,0.00044644464,0.0019019363,2.3428707e-05,0.00035369024
0.01671509,0.43340236,0.09815513,9.978591e-05,0.45162767
0.2078329,0.009248963,0.069922715,0.70277643,0.010218979
0.012289257,0.5805314,0.005766248,1.5145176e-05,0.40139794
0.007336807,0.65359247,2.2456888e-07,3.0302274e-07,0.3390702
0.019643508,0.004628897,0.0028033217,0.9100105,0.06291369
0.010568183,0.57403916,0.008243121,0.000109719185,0.40703988
0.13606496,0.41094232,2.1591397e-06,3.879987e-07,0.45299017
0.013483584,0.24005817,5.796391e-07,2.3605303e-06,0.74645525
0.683759,0.00050425075,0.0013104341,3.2321786e-08,0.31442627
0.26238358,0.5314241,0.17162564,0.012415609,0.02215106
0.2874564,0.15765512,0.39365247,0.14911681,0.012119249
0.15202731,0.028816212,0.19761065,0.6168751,0.0046707466
0.017547894,0.31911162,0.010526559,8.221658e-06,0.6528057
0.046625264,2.9299367e-06,0.31867963,3.0433882e-06,0.6346891
0.49162424,0.000103007915,0.017813787,0.0042291763,0.48622975
0.013526845,0.5595623,0.017948646,1.9206173e-05,0.408943
0.021534355,0.0009786525,0.005550192,0.9713308,0.00060598983
0.478274,0.31235373,0.18877202,0.004704124,0.015896078
0.7209345,0.11432679,0.15309563,0.00019837526,0.011444699
0.0064652325,0.009063081,0.22950754,0.0005423282,0.7544218
0.007587112,0.6447081,2.7327434e-07,5.993119e-07,0.34770393
0.0845903,0.048857,0.5137915,0.05375401,0.29900715
0.43707964,0.2611769,0.26562026,0.016454872,0.01966829
0.5154668,0.00011850596,0.015475009,0.0025625585,0.4663771
0.0036294658,0.67256105,0.0036626223,8.181511e-05,0.32006508
0.05481902,0.012104757,0.8394795,0.0012081166,0.09238861
0.32257026,0.14336635,0.5129728,0.0055239797,0.0155666275
0.26215714,0.025787218,0.6281685,0.00325046,0.080636665
0.48661998,1.9088196e-05,0.010143763,0.0033272286,0.49988988
0.37995952,0.00012854826,0.0002468417,1.9536892e-05,0.61964554
0.60593116,0.00045475652,0.0021398503,1.7031564e-07,0.39147413
0.02366641,0.004977034,0.0025303476,0.8675873,0.10123891
0.029332342,0.56950605,0.006942732,5.6537043e-05,0.39416233
0.012072295,0.20514019,0.04910393,1.9841278e-05,0.7336638
0.0071414947,0.3743142,0.015193262,1.02338645e-05,0.60334086
0.005615171,0.3127916,0.021979349,8.275087e-05,0.6595312
0.1340827,0.026346298,0.11389906,0.72291964,0.0027522796
0.0069143106,0.4439764,0.008250489,2.013761e-05,0.54083866
0.30845833,0.5444584,0.12144795,0.013065974,0.012569376
0.39539063,0.031097526,0.534084,0.02962974,0.00979805
0.9893413,0.00037536063,0.008169464,0.0008112422,0.0013026906
0.2784362,0.26524943,0.4378934,0.008521797,0.009899162
0.057723287,1.4782695e-06,0.42930642,2.3843197e-06,0.5129664
0.010518045,0.55228925,0.02439701,0.00063567277,0.41216
0.5864946,0.23895995,0.16391638,0.003303126,0.0073259124
0.0192647,0.009535013,0.81945246,0.02429428,0.12745352
0.028912103,0.021770684,2.2870255e-07,2.8344823e-07,0.9493166
0.45113233,0.39939508,0.11364129,0.0018104371,0.03402087
0.05713907,0.11542106,6.2974226e-07,9.835755e-07,0.82743824
0.18198156,0.25810885,0.5485376,0.0027818629,0.008590105
0.7832028,0.052083436,0.15905334,6.0124203e-05,0.0056003006
0.2299735,0.14791666,0.61652374,0.0011813323,0.0044047623
0.26442248,0.03759258,0.59480244,0.07941241,0.023770062
0.010792831,0.0026288668,0.001541476,0.9396217,0.045415062
0.23838475,0.19791153,0.5189577,0.022749012,0.021997018
0.9916413,0.0015715192,0.0052772323,0.000103795326,0.0014061719
0.69944066,0.007553695,1.1464732e-05,4.6307694e-08,0.2929941
0.0034408483,0.5627653,0.010948611,7.613095e-05,0.4227691
0.03265737,0.0070097805,0.004786217,0.72085464,0.23469198
0.036516525,0.009777729,0.7831452,0.0020022977,0.16855823
0.048035014,0.007012692,0.0026367884,0.8061213,0.13619424
0.010542041,0.66680413,2.9099493e-07,5.7513296e-07,0.32265303
0.62635356,0.00012341356,0.01411537,0.0013030476,0.3581046
0.0061212177,0.82709575,2.1155549e-07,5.2922246e-07,0.16678233
0.8132151,0.013256272,0.08909883,0.0028103983,0.08161935
0.06504678,2.6606783e-06,0.5351348,4.3146048e-07,0.39981535
0.09669687,0.004461253,0.035226997,0.860936,0.0026788854
0.014323947,0.0038470975,0.002687312,0.91072786,0.06841375
0.013985923,0.5196674,0.008476793,1.5452846e-05,0.45785448
0.031607777,0.0045395344,0.0024628388,0.9000611,0.061328705
0.008044931,0.06821607,0.48456416,0.0029564716,0.43621844
0.6024537,0.017192444,0.00012061678,1.5141774e-05,0.38021812
0.4734266,0.41418675,0.082739465,0.008863457,0.020783788
0.030950824,0.006170101,0.0042464496,0.843729,0.11490363
0.008972588,0.016539885,0.9041997,0.003070285,0.067217514
0.56334937,0.32952696,0.064961396,0.002154629,0.040007696
0.30984205,0.31285375,0.36064115,0.01286713,0.0037958932
0.66545606,0.15638503,0.12250612,0.04484149,0.010811283
0.7800943,0.13567276,0.0664615,0.00037985467,0.017391562
0.0063692983,0.7477674,2.3502356e-07,5.211149e-07,0.24586251
0.5658846,0.0039319387,0.00033836006,1.9341383e-05,0.42982578
0.44885823,0.00048184063,0.020720879,0.02186955,0.5080696
0.0015474295,0.13986836,3.3743746e-08,5.3510682e-08,0.8585841
0.44405785,0.29142773,0.251145,0.0018986756,0.0114707695
0.04079733,0.00085865863,0.0027288257,0.95522016,0.00039500857
0.023462508,0.4478693,0.008573083,1.7533566e-05,0.5200776
0.006689512,0.33581993,0.06029229,9.1924056e-05,0.5971064
0.5744091,0.32418117,0.07742897,0.011712721,0.012268015
0.30273426,0.073365524,0.5843703,0.007025884,0.032504063
0.43950608,0.00019709422,0.07551775,0.00015872787,0.48462024
0.019500168,0.0007149492,0.0016605535,0.97773075,0.00039364962
0.57236814,0.00014014161,0.053043284,0.00011391031,0.37433448
0.9772938,0.001603145,0.012199732,0.00096174516,0.007941583
0.0030446227,0.0010546703,0.9865487,0.00019321393,0.009158775
0.19249183,0.028761845,0.2608305,0.5037738,0.014141989
0.35279095,0.32641456,0.29027268,0.0020888618,0.028432885
0.0039686467,0.65080845,0.006064587,6.8165304e-05,0.3390901
0.024343729,0.58416986,0.0011685167,2.8491617e-05,0.39028937
0.18704604,0.05621587,0.19296446,0.548679,0.015094572
0.016411025,0.029680576,0.8027064,0.009740417,0.1414616
0.4556335,0.19330986,0.3258675,0.0112972995,0.013891775
0.0026947123,0.38717493,0.0015012741,5.3443167e-05,0.60857564
0.016146485,0.627844,0.009218952,1.5982747e-05,0.34677455
0.036830273,0.5241875,0.0077896044,1.8517703e-05,0.43117416
0.5035549,0.2651341,0.21164754,0.004745859,0.01491761
0.70639575,0.10975877,0.17473875,0.0043147695,0.0047918754
0.008274772,0.05547816,0.7965539,0.02442703,0.11526603
0.4428542,0.41823542,0.10476642,0.027274074,0.0068699
0.5376866,0.309643,0.12607172,0.0034899435,0.023108799
0.2948736,0.2976189,0.37974927,0.002898614,0.024859594
0.014306706,0.59903824,0.005896514,5.7194044e-05,0.38070136
0.0260496,0.0043535954,0.0045700883,0.9110602,0.05396647
0.0043463605,0.6690363,0.013621928,2.7059645e-05,0.31296834
0.0046772347,0.28213748,0.026328333,1.2423044e-05,0.6868445
0.5196293,0.3107858,0.13885766,0.017830012,0.012897205
0.037297413,0.0066242055,0.0029421644,0.8239502,0.129186
0.05646983,1.7442248e-06,0.018882118,4.987485e-07,0.92464584
0.5847834,0.26741636,0.12288459,0.006049783,0.018865941
0.63301224,0.27911344,0.077312045,0.0033381775,0.007223998
0.2862964,0.005830415,0.10836163,0.596091,0.0034205702
0.39157003,0.19468276,0.219407,0.18314621,0.011193965
0.6358885,0.2041933,0.024458181,0.00088768837,0.13457234
0.02055662,0.80583376,8.2755855e-07,7.0829543e-07,0.17360808
0.06845789,0.011087127,0.008705541,0.69095826,0.22079112
0.13427737,0.0056734704,0.044442423,0.8123855,0.0032211887
0.24126098,0.022370093,0.41347006,0.30876756,0.01413135
0.5123479,0.29306754,0.06494498,0.0009110694,0.12872855
0.006633204,0.47862533,0.016252654,6.66755e-05,0.49842215
0.5874069,0.0027409487,7.3420206e-06,4.228336e-08,0.4098448
0.3825545,0.029957663,0.5107558,0.065618776,0.011113285
0.6538119,0.00023765123,0.014576546,0.004240662,0.32713327
0.2849163,0.36154926,0.30407277,0.025333747,0.02412787
0.5496068,0.016252488,0.30474046,0.1174965,0.011903725
0.026515082,0.00080426695,0.0026916405,0.9694196,0.00056929747
0.017718874,0.004707219,0.0033605064,0.8859719,0.08824155
0.57133627,0.00021748613,0.014648371,0.010202464,0.40359542
0.47873372,0.24859703,0.2545314,0.005177234,0.012960624
0.501347,0.017198108,0.4760284,0.0010123339,0.0044141463
0.039116107,0.014522119,0.81218135,0.01943982,0.11474053
0.020468447,0.5816077,0.006735914,3.9707455e-05,0.39114824
0.090511866,0.0011957511,0.008231211,0.8986435,0.0014177129
0.17700526,0.0036068666,0.03159653,0.7849354,0.0028558823
0.49456343,0.0005729327,0.0005871871,1.0077304e-07,0.50427634
0.013563172,0.816644,5.793346e-07,6.277335e-07,0.1697917
0.48156837,0.22027087,0.25797606,0.004768693,0.035416007
0.045051914,3.2780501e-06,0.89046985,2.0307021e-07,0.064474784
0.99491596,0.00013939866,0.002551472,0.00013987275,0.0022532505
0.7062563,0.0019138922,0.00038684567,3.2921182e-06,0.29143977
0.3879996,0.19102935,0.24183458,0.027769832,0.15136665
0.006485584,0.018175667,0.2868002,0.0013918906,0.68714666
0.02590401,0.00579688,0.002480152,0.874165,0.0916539
0.056733645,0.010966643,0.72565746,0.0036809752,0.2029613
0.43046972,0.0001668586,0.04800033,0.011658035,0.5097051
0.25320244,0.07388398,0.6455177,0.00029188124,0.027103974
0.17873935,0.0836479,0.73231703,0.00099987,0.0042958697
0.017097455,0.5420102,0.0033273892,7.937731e-06,0.437557
0.54153186,6.653603e-05,0.015914826,0.0026455026,0.4398412
0.98035944,0.0002703149,0.0073192427,0.011882319,0.00016872148
0.38269392,0.30136663,0.29378197,0.0022366703,0.019920789
0.5768414,0.0008228636,0.009000588,2.876456e-05,0.41330633
0.4497321,0.36740407,0.15583473,0.0043010074,0.022728149
0.0069663585,0.49256578,0.0043073054,5.964671e-06,0.49615455
0.05658193,0.0070208283,0.002301928,0.795513,0.13858238
0.37077776,0.414244,0.17742327,0.021491256,0.016063694
0.45846993,0.36803585,0.15054108,0.00203832,0.020914814
0.029857164,2.1671578e-06,0.64751524,4.913632e-06,0.3226205
0.18129814,0.25817585,2.4204462e-06,9.6787566e-08,0.5605235
0.25615636,0.24846666,0.4562832,0.002702442,0.036391325
0.013593261,0.013832787,0.8799199,0.0003587206,0.09229533
0.39223406,0.00019331786,0.011594737,0.00453143,0.5914464
0.61795706,0.0002302122,0.016260805,0.008083105,0.3574689
0.041124243,0.0063470867,0.0044755414,0.8196898,0.12836336
0.8054009,0.0031011768,4.5708016e-06,8.362523e-08,0.19149326
0.67663795,0.13955528,0.1770965,0.0046816794,0.0020286206
0.2865238,7.873937e-06,0.14306937,3.4614554e-06,0.57039547
0.014895088,0.004115381,0.0039273617,0.90634155,0.070720546
0.016732033,0.64099765,6.189306e-07,6.482324e-07,0.3422691
0.43228593,0.13819458,0.39829054,0.015422392,0.01580655
0.034748342,0.60285985,0.0911618,0.0004216944,0.2708083
0.019714406,0.004451133,0.0023726248,0.9104522,0.06300969
0.4767356,1.4973404e-05,0.18440367,0.00074212963,0.33810368
0.44217286,0.26868752,0.019065011,0.00037826074,0.2696964
0.036701925,0.0057678977,0.0020417715,0.8513759,0.10411257
0.013295837,0.03795612,0.7139015,6.0312344e-05,0.23478617
0.22061235,0.016449757,0.14262731,0.031991594,0.588319
0.008650059,0.6040069,0.0027712437,6.158974e-05,0.38451025
0.3298503,0.30169913,0.34144953,0.0029428427,0.024058249
0.021111025,0.017757036,0.7982681,0.0006200814,0.16224384
0.3272197,0.314398,0.31823945,0.001433162,0.038709708
0.90723366,0.010226243,0.077987455,0.00033228513,0.004220362
0.33699882,0.38564333,0.17654961,0.0754165,0.025391681
0.28853658,0.29455113,0.38245982,0.009871116,0.024581369
0.024992578,0.20018488,5.2613063e-07,5.539631e-06,0.7748165
0.035865314,0.014699247,0.72328264,0.0021496308,0.22400318
0.5423863,0.22438093,0.043206524,0.0005094661,0.18951674
0.5928005,0.20746258,0.01956175,0.00041287162,0.17976229
0.38832834,0.36163518,0.19838779,0.03571024,0.015938487
0.5297712,0.30145115,0.11117816,0.043583147,0.014016375
0.6300457,7.542463e-05,0.02222798,0.0018031364,0.34584773
0.6489603,0.27976352,0.029885102,0.0012802704,0.040110804
0.89533764,0.0026788316,1.0526925e-05,2.7930147e-08,0.10197288
0.5930331,0.00020649849,0.0037486898,1.8497636e-05,0.40299323
0.23704207,1.4451492e-05,0.44701642,7.093066e-05,0.31585616
0.23161311,0.0024454081,0.01735837,0.74799925,0.0005838454
0.0062761777,0.6413349,2.2367868e-07,4.5828313e-07,0.35238823
0.027545674,0.5520583,0.018113095,3.3267894e-05,0.40224966
0.40902123,0.3985734,0.18395258,0.0019506945,0.0065020076
0.4316113,0.13700297,0.36029634,0.059867173,0.011222219
0.735012,0.0010041867,0.009590464,0.25271916,0.0016741487
0.79752797,0.025622547,7.1549293e-06,7.6739965e-08,0.17684238
0.2251722,0.3862028,0.35551748,0.0072391992,0.025868293
0.644141,0.21046019,0.010765573,0.00049566285,0.13413756
0.023407865,0.758742,0.009474808,3.8141967e-05,0.20833719
0.2672884,0.39360642,0.29273778,0.013741831,0.03262558
0.58090055,7.4791315e-05,0.006897654,1.2761675e-05,0.41211426
0.35747334,0.27110437,0.33988798,0.0022844179,0.029249948
0.27130094,0.013093644,0.007038497,0.51200104,0.19656588
0.99199814,0.0008007583,0.0057065017,2.6743806e-05,0.0014677371
0.052328326,0.0074161314,0.006464746,0.83923423,0.09455656
0.7913811,0.0007497194,0.0014276853,6.459805e-06,0.2064351
0.39976254,0.15797517,0.42332265,0.0020386663,0.016900934
0.01867926,0.58635527,0.022235645,2.6099251e-05,0.37270376
0.4355853,0.00053275394,0.0003153135,6.1960814e-06,0.5635604
0.106841855,0.0039999136,0.036136538,0.8506135,0.0024083066
0.06512801,0.067978404,0.76853055,0.005804166,0.092558876
0.54999894,0.000105699764,0.0020242129,2.7543916e-07,0.4478709
0.018101929,0.6316047,0.0023507273,8.3262225e-05,0.34785944
0.0076759956,0.086224735,4.9989822e-08,7.498434e-07,0.90609854
0.24890035,0.40363714,0.30543855,0.018241286,0.02378275
0.25533482,0.028822133,0.37707573,0.30865422,0.030113064
0.2319051,0.33236077,0.39830118,0.017773956,0.019658942
0.29638308,0.00062572374,0.0029125095,0.69936913,0.00070958515
0.03417381,0.005847674,0.0029430855,0.8810102,0.076025255
0.19714937,0.10935611,0.5041026,0.18117912,0.008212787
0.03591575,0.0053502778,0.0026220998,0.86613864,0.0899732
0.9841659,0.00166892,0.011687587,0.0005685833,0.0019089662
0.013931711,0.5116232,0.0041582687,4.2494805e-05,0.4702443
0.0019487002,0.501137,0.0076846643,4.7751328e-05,0.48918188
0.005424073,0.7210237,2.3766786e-07,2.3695317e-07,0.27355176
0.008482821,0.5485542,0.0046490184,1.0438332e-05,0.43830353
0.53559077,0.046380345,0.380673,0.011398299,0.025957622
0.49638385,4.491618e-05,0.16393565,0.0005853034,0.33905035
0.6079174,0.0009600019,0.00024338943,1.9898074e-05,0.3908592
0.35418662,0.49814594,0.12621732,0.010497037,0.010952997
0.013165818,0.6458532,3.4252523e-07,6.1638076e-07,0.34098
0.5149984,0.00014002656,0.0090289265,0.006853233,0.46897942
0.15886153,0.09096996,0.5482696,0.0049168877,0.19698203
0.043123543,0.24800935,1.21317e-06,2.648842e-06,0.70886326
0.012925727,0.51971215,0.014604939,1.397146e-05,0.45274317
0.0582087,0.73312676,1.9454944e-06,4.8461186e-07,0.20866212
0.64890707,0.00018369037,0.013623282,0.009166887,0.32811904
0.10058483,0.0030588168,0.009619484,0.8852197,0.0015172366
0.3950876,0.14959185,0.3987194,0.0084863575,0.048114803
0.4078819,0.23934987,0.2136439,0.121129595,0.01799485
0.003600027,0.32003146,0.013122456,7.2054013e-06,0.6632388
0.21768379,0.105520666,0.6719026,0.00093047455,0.0039624632
0.5568813,3.2042128e-05,0.007871009,0.008680392,0.42653522
0.13377206,5.523249e-06,0.51784474,4.6757268e-05,0.3483309
0.0103148855,0.50558,2.4565009e-07,1.3111644e-06,0.48410356
0.030749112,0.016841108,0.76271516,0.0006956962,0.18899892
0.23316029,0.0353829,0.72412753,0.00016144828,0.007167915
0.07979786,0.06337905,0.7784567,0.030826354,0.04754008
0.3787393,8.772557e-06,0.011416792,5.1084153e-06,0.6098301
0.43079007,0.24308357,0.29938155,0.004335489,0.022409268
